topic,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
Energie,0.10398177053649499,0.9811970630696778,0.14165896575490922,1.1540201239237189,1916.0
Krieg,-0.04682272769660362,0.9924340968416024,-0.08717836103714406,0.8942884549845416,11174.0
Krise,0.12741147333253047,0.9856515478912696,0.17789286568032533,1.129952344976866,2213.0
Winter,0.02580253594146969,1.0272123177216315,0.17749233476182266,1.1689858597914453,1763.0
