day,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
2022-08-23,1.2666022478505226,1.0,-0.5829851538204108,1.0,1.0
2022-08-29,-0.895707508642763,1.0,-0.8317043562327785,1.0,1.0
2022-09-07,-0.09813279674752486,0.0012928478508682456,-0.7887549344734133,0.06073965474817654,2.0
2022-09-09,-1.0417599755076512,1.0,-0.4478076188220147,1.0,1.0
2022-09-10,-0.09721861526513347,1.0,1.2959114387813062,1.0,1.0
2022-09-14,-1.0953297319871702,1.0,-0.8317043562327785,1.0,1.0
2022-09-19,-1.0067115164897413,1.0,0.13697698687648918,1.0,1.0
2022-09-20,-2.0541697590454278,1.0,-0.4940384020355707,1.0,1.0
2022-09-21,-1.0953297319871702,1.0,-0.8317043562327785,1.0,1.0
2022-09-24,-1.4069436632549235,1.0,-0.3514440581661742,1.0,1.0
2022-09-25,-0.5103002658509804,0.5362774198858922,0.95470102940841,2.157041807947809,2.0
2022-09-26,-0.44999395734661424,0.820660501131812,0.6653739433944198,1.8752148507376016,7.0
2022-09-27,0.3316269234362319,0.6575583232986784,-0.42274123010087244,0.10082942750889667,2.0
2022-09-28,-0.9617948902859745,1.1076786689741802,-0.5024140653194479,0.14504274660272728,9.0
2022-09-29,0.24678698077790742,0.5650145328007383,-0.3319901120192742,0.569661193659995,15.0
2022-09-30,0.1635105926388708,0.6784017446381319,-0.1340344590215099,0.8135639644922925,9.0
2022-10-01,-0.47026672002372805,1.3211853710225132,-0.5485048156020111,0.0639214334337096,3.0
2022-10-02,0.2710234914066066,0.7240040245704078,1.2271652786921483,1.5818250255979114,6.0
2022-10-03,-0.31535771798423085,0.8010765721794078,0.3165729268892709,1.6670441703078482,7.0
2022-10-04,0.041631617657873786,1.026523056762261,-0.015470283221155097,1.0545492005942736,15.0
2022-10-05,-0.1254490785402763,1.1336473906114242,-0.34325106122617405,0.5608414073825563,8.0
2022-10-06,0.38400734029713246,0.7896257358601061,0.5087573280794461,1.000928023971968,12.0
2022-10-07,-0.08884561145872269,0.7866154048534196,-0.1816739754117813,0.8606271209530022,15.0
2022-10-08,-0.261518829701032,1.1856125190302569,-0.4792663330838252,0.07228837954825854,5.0
2022-10-09,0.2363671252397046,0.9416898442349734,-0.3994239941300444,0.2615328856435348,17.0
2022-10-10,0.010744185123449454,1.0893888777929253,-0.002666042106337437,0.9306259551126175,12.0
2022-10-11,-0.19679135237641868,1.364062199744906,0.23809685022567714,1.36829926685286,22.0
2022-10-12,0.20817911017917132,1.0247765934272053,-0.216581150787685,0.5857744759509762,31.0
2022-10-13,0.3039319525627856,1.2214213426329017,-0.19227059651828618,0.7850616989202575,35.0
2022-10-14,0.22147761428512097,1.009628145742667,0.25356576247444296,1.1210550815441638,32.0
2022-10-15,-0.32674943719756816,0.7140248105155593,-0.4251728758843947,0.2410016383381304,14.0
2022-10-16,-0.30534380970417324,0.8806446533600715,-0.04181196619398609,1.0375462360196872,17.0
2022-10-17,-0.30505861595091566,0.555254281090995,-0.17235714870994925,0.6874667543277325,18.0
2022-10-18,0.027263873592562077,1.0692330335567817,0.08497075237680624,0.9797903177548158,31.0
2022-10-19,-0.21282615615331113,1.0703500924916545,0.030115310666528,0.7528485769267289,20.0
2022-10-20,0.21794419204130686,0.9405657738674228,-0.15195403993993942,0.7441386617246618,47.0
2022-10-21,-0.29538248294254266,1.0424590918112586,-0.018467917948595064,0.8621628556182127,29.0
2022-10-22,-0.24667516425267064,0.7055057682122811,-0.12831230648260827,0.949587479660117,20.0
2022-10-23,-0.06993573174161348,0.8513938728340935,-0.04849665498563058,0.6240559075287437,18.0
2022-10-24,0.20445015762947308,0.7598570497807171,-0.057085031378542914,0.8731330018211477,42.0
2022-10-25,0.09793378366463333,0.9091502418017514,0.13652982223603313,0.9358482458949304,56.0
2022-10-26,-0.08051467310284331,0.9360651864676744,-0.09539361262513327,0.792663290646783,70.0
2022-10-27,0.03892737659670615,0.972550254902598,-0.10592600488564752,0.8672329979702531,68.0
2022-10-28,0.2318075987587438,0.8628703502268721,0.0873802834167244,1.230447529105607,52.0
2022-10-29,-0.18684948427420758,0.7768227618306452,-0.1686719675847131,0.6114261153841325,42.0
2022-10-30,-0.06209585892999025,1.1873007426455737,-0.08864132215672606,0.6286204473803559,15.0
2022-10-31,0.33823398007699007,1.0051166765425594,0.13146114870793874,1.029871359313882,44.0
2022-11-01,-0.20191880723401814,1.0779742988277758,-0.07946725006258817,0.8327910461615586,33.0
2022-11-02,-0.05330092242871646,1.118933558059156,-0.007006512053200577,1.255940998351484,35.0
2022-11-03,0.016088531754161268,0.9710765785799588,-0.02272826449993364,0.8905137171882858,68.0
2022-11-04,-0.0961914916164758,1.1695068721697417,-0.13562208093993358,0.9727995972433489,37.0
2022-11-05,0.06256346598963228,0.858689701433707,0.2754685991400743,1.323162309380553,40.0
2022-11-06,-0.21631723024495364,0.9067011108385374,-0.1137675188033777,0.8409057614140816,35.0
2022-11-07,-0.024536318658613457,1.1752806225699914,0.3358102593706657,1.101590680344315,52.0
2022-11-08,-0.02158388111271506,1.075876366409329,-0.1588735184691623,0.8424898887470005,65.0
2022-11-09,-0.011586207729489349,1.0122311722371968,-0.006516577522697804,0.9255498846706323,64.0
2022-11-10,-0.18981342789660213,1.0796588219280927,0.07122770996949553,0.9287819895394168,39.0
2022-11-11,-0.16560277340579846,0.9114054584350325,-0.04080442861919373,0.9974373109312964,57.0
2022-11-12,0.35452541088630823,0.841965873908832,-0.05799867409370814,1.0327386036456736,16.0
2022-11-13,-0.2679697036995543,1.049875677923288,-0.11993340582692914,0.5945953804990118,31.0
2022-11-14,0.11863008900310497,0.9553614965755456,-0.07850087233725506,0.944835094038306,53.0
2022-11-15,0.12287268281432197,0.9851167047619153,0.1616811942471594,0.9943952000173154,77.0
2022-11-16,0.009822316758343108,1.0752021149552737,0.3110846176163711,1.2678393138824846,57.0
2022-11-17,-0.13817087222636085,1.0442161459563544,0.03776613210553001,0.9408069450041363,70.0
2022-11-18,0.28600113003541916,1.0497228553894895,0.08392834471327344,0.9531106726079862,99.0
2022-11-19,-0.33197442139065875,1.074826013654,0.06441523854889876,1.0328599192830121,41.0
2022-11-20,0.21796403660616373,0.8845262238353151,0.15135545214486812,1.1631976003209743,58.0
2022-11-21,0.14227248404921858,0.9209313167357449,0.21709733118867686,1.2919997536490404,54.0
2022-11-22,0.018806991728918424,0.8795212704564606,-0.10273715728115276,0.7823807288746982,56.0
2022-11-23,-0.31919627311751053,0.9075406507023507,0.12603463046535932,1.1170817196103453,72.0
2022-11-24,0.08823607239690166,1.0505857373779819,0.02290176425821658,1.0192278731023319,114.0
2022-11-25,0.061206863024281896,0.9221709149603374,0.22969377643805244,1.366880245416586,39.0
2022-11-26,-0.31823282323293156,1.2899274327961383,0.11292470770197317,1.2118840653572165,38.0
2022-11-27,-0.01850688460006422,0.8679163728368008,0.11589743083922954,1.1824971447066517,35.0
2022-11-28,0.00862310338645908,0.6898739898577921,-0.06211026465084063,0.909282544777075,24.0
2022-11-29,-0.07493656881244444,0.8721544933745953,-0.07353126127430172,0.8959291111987022,74.0
2022-11-30,-0.06080572574440879,1.0566102304796694,0.053480754685538166,0.9974593403528494,71.0
2022-12-01,0.021748713627158932,1.0997461432741404,-0.08611673478963242,1.0333490372265215,57.0
2022-12-02,0.02866189256041599,1.024715364725401,-0.003925621595396977,1.0057883345069336,56.0
2022-12-03,-0.02706285171765262,0.9172040565336096,-0.002318700989286519,0.9887421634211734,83.0
2022-12-04,-0.3375916857464384,1.1433877783557962,0.3844251046933201,1.3041113309262589,38.0
2022-12-05,0.20919405655436138,0.855607867308724,0.023048748386182875,0.9886148355917772,45.0
2022-12-06,-0.1409606849061478,1.1814987413186777,-0.2747196229136629,0.677749856733178,31.0
2022-12-07,0.09288539218019247,1.0222304349397655,0.19338307806031482,1.2070906667924104,66.0
2022-12-08,-0.1627748058110952,1.1555375755648651,-0.050294684262813666,0.943096342934062,55.0
2022-12-09,0.12151101276673312,0.9938930399347967,0.04634842092015386,1.031921280791977,64.0
2022-12-10,0.10583532768191183,1.080176796797265,-0.019712640843599562,1.0078199974711086,46.0
2022-12-11,0.21317071092801615,0.8883316654909901,0.25335008967122824,1.2555863509535459,30.0
2022-12-12,0.020116460662933586,0.8675619547631701,0.2505047652679656,1.1941212811459194,64.0
2022-12-13,0.13203839449191063,0.8250542171402805,0.3543334520878298,1.221216177221464,55.0
2022-12-14,0.04230248804819754,1.1184179945430486,-0.07074696968900886,0.8178243231389759,46.0
2022-12-15,-0.06759108111892415,1.0710475948664493,-0.023286927225920035,0.9513859388930784,70.0
2022-12-16,0.11184522123700978,0.8990713689157537,0.45893307305444253,1.3621233149004912,71.0
2022-12-17,0.26832593689130857,1.4705068512281994,-0.016059959506149326,0.7875252182723947,17.0
2022-12-18,-0.030328273482912935,0.9856720167322592,0.026351800800448875,0.8592859286294553,42.0
2022-12-19,-0.03854451868981478,1.153338496879874,-0.052790351824063934,1.0839634153110476,70.0
2022-12-20,0.19869762992411819,0.9550821780959706,-0.039504298622116726,1.0387111205833852,62.0
2022-12-21,0.15295397446043565,0.9335838844536937,-0.07004125056763917,0.73276171457381,43.0
2022-12-22,-0.024772241239511272,1.1302031012527904,-0.03006717950881276,0.835882960652777,92.0
2022-12-23,0.0454271707613884,0.9982488014860206,-0.20071570347147996,0.8255791083988713,69.0
2022-12-24,0.08316075717522849,1.1168536847612227,0.205631221331144,1.113186035992887,44.0
2022-12-25,0.0020917735588537292,0.9907288686574178,0.33244542693545903,1.2951677921708122,28.0
2022-12-26,0.014118500351480386,0.9509247268061176,0.027145842564733506,1.0067170793030293,61.0
2022-12-27,0.05997384663755409,0.9424161307519103,0.13839264246652702,1.3252117498869085,57.0
2022-12-28,0.0372601986227865,1.1679312938741495,0.10901203764917843,1.4158805575020998,28.0
2022-12-29,0.2807898703949693,0.8254997985978227,0.05435338650565109,1.1574136441890128,43.0
2022-12-30,0.0007071606110023233,0.9755388307856921,0.018165181764569303,0.9706562759277639,52.0
2022-12-31,-0.06642297324974603,0.941153090640653,-0.11683913875194148,0.78039416086351,37.0
2023-01-01,0.2028099179475962,0.8525138231641567,-0.020974049787588767,0.8074660329650133,23.0
2023-01-02,-0.1357741484987716,0.7859856796448369,0.30657498833523367,1.2545852917721754,58.0
2023-01-03,-0.35808276687503693,1.0862635129450646,0.04063489689182832,1.1525266153853708,40.0
2023-01-04,-0.01473447052167758,1.0808200275815922,0.2916681559157593,1.0739806678479709,45.0
2023-01-05,-0.15318879681009007,1.227101715017779,0.06017607064575199,1.0350126510087352,34.0
2023-01-06,-0.018897483315924796,1.0155191576254787,-0.04300220242531806,0.7864152677495095,74.0
2023-01-07,0.26677385611319293,1.1028247362626242,-0.22983690758090672,0.5204823756203154,23.0
2023-01-08,-0.13449540216873973,0.8675831080827888,0.3949994492916043,1.5876509407184654,41.0
2023-01-09,-0.04004654147674948,1.070901835098086,-0.005015175548679824,1.0335464307999775,47.0
2023-01-10,0.1312751971548206,1.1483189115012222,-0.13157181778085436,0.8601044763685115,43.0
2023-01-11,0.1461669242379602,0.8015628829916814,-0.1191365719776498,0.7585782136866427,31.0
2023-01-12,0.06687676920043499,0.9027051514560891,-0.1774456462327936,0.7627787648460705,52.0
2023-01-13,-0.0069315578823076025,0.7716028954846442,0.5516387776492793,1.8532061850630184,40.0
2023-01-14,0.24027033257565822,0.7981237140941291,-0.057852233844037745,0.7517152186919392,34.0
2023-01-15,0.005777376744327292,0.9593362936618154,0.12750539397919766,1.4390133195743093,24.0
2023-01-16,0.30031976467914395,0.8987516635979333,0.19735445014972774,1.1929167259579838,54.0
2023-01-17,0.13362248103107552,1.014340356739664,0.09502756095283202,1.1199541334111498,83.0
2023-01-18,0.06526436212805185,0.9034024922835446,-0.25518969821456366,0.5365165470969194,45.0
2023-01-19,0.016617992958077005,0.8570383669454757,0.14361664121561923,1.1121399381361519,74.0
2023-01-20,0.15494316317738605,0.8384112350015058,0.061209845578180044,1.1312146075494642,32.0
2023-01-21,0.07626129584625588,1.1405815326918043,0.5435581652701125,1.3320237279000815,29.0
2023-01-22,0.09711821084813581,1.2706035778430853,-0.08680610878591559,0.6797677271703002,42.0
2023-01-23,-0.09387989918094401,0.9225295785525295,-0.09283183561142298,0.6775389654297307,30.0
2023-01-24,0.2070832732855169,0.9965784319756326,-0.1573475893990011,0.7927585906656338,89.0
2023-01-25,0.00955129513176016,0.8739014023499353,-0.14702235409496744,0.6708379772323576,31.0
2023-01-26,0.1884128927404176,1.0477120652927503,0.0835353234622734,1.0895533963543518,61.0
2023-01-27,-0.014520758854014514,0.9566828089856053,0.29190884639536346,1.5197343957727216,49.0
2023-01-28,0.17029138521431506,1.1753812722314194,-0.05496633893997861,0.9499230992114722,54.0
2023-01-29,-0.05879805143455614,0.8683133959967712,-0.08060512521050212,0.9082686991222145,50.0
2023-01-30,-0.3118963013083722,1.1283545162789501,0.07650176718784125,0.8887385006575248,37.0
2023-01-31,0.10351030533842107,1.0778491630609657,-0.1451343462786825,0.8121189113586366,53.0
2023-02-01,0.11793754204015752,0.9143259993012282,0.16937660962598391,1.3785937892772093,46.0
2023-02-02,0.2106978701428959,0.9059954452850008,0.13010839332663496,1.099448468647079,69.0
2023-02-03,0.26815708814273836,0.9511675306111603,0.04099405339404629,0.9092671524884439,42.0
2023-02-04,0.24234357430666917,0.8338343010993005,-0.22255878473602272,0.5069662370703848,55.0
2023-02-05,0.020710455056527424,1.1917976707778708,0.1377816108095436,1.4168857044945695,52.0
2023-02-06,0.026639999811180787,1.0289686447838378,-0.03742802581636379,0.8149936763793415,59.0
2023-02-07,-0.09139219973259015,0.9919633308394058,0.2292843001577721,1.2683021985043326,41.0
2023-02-08,0.24257007576094494,0.9116479570824242,-0.08098182149431239,0.8607787745243851,35.0
2023-02-09,0.08039729492430853,0.946808344950998,-0.014095914035214992,1.0584465430980898,58.0
2023-02-10,0.034602882869415305,0.8634559454543572,0.05267628144181349,1.1640346789649723,32.0
2023-02-11,-0.5215033878688257,0.9233064833734625,-0.04629827031044444,1.2485500930032596,10.0
2023-02-12,0.04954018459190997,0.4404628547162411,-0.2935824425331613,0.3652594321661432,9.0
2023-02-13,-0.2685103715781351,0.8919889690961441,0.06136853708552367,1.0408088165792424,54.0
2023-02-14,0.24424087926484683,0.650928943438212,0.41228977925572374,1.2995816730896321,30.0
2023-02-15,0.26941920657416535,0.9844873616680575,-0.1554771987521866,0.561820861559983,28.0
2023-02-16,-0.00559205752756781,0.9123555589078415,0.04083747516042269,1.2025954115927036,38.0
2023-02-17,-0.13453700974664673,1.0113841435231599,0.15686027629650798,1.1578346154440564,43.0
2023-02-18,-0.20505602048209298,1.1082858105864406,-0.20702016756780792,0.5519694577769024,53.0
2023-02-19,0.14349185430705375,0.8727716481382627,0.10517499924994138,1.2577314460511473,63.0
2023-02-20,-0.37759361325191854,0.9671490205372687,0.019090982049322608,1.0205131522244457,31.0
2023-02-21,-0.00936372099555443,1.0421929380125083,-0.03157166858488366,1.061322781471088,69.0
2023-02-22,0.1870437930263338,1.1031733048966774,0.13480619133868949,0.9022370459516748,35.0
2023-02-23,-0.054598402477205744,0.9839324127921305,0.0505982602797307,0.9506725402798145,51.0
2023-02-24,-0.13997486424799638,0.8810256609621361,0.006034206480384512,1.0717021337837818,42.0
2023-02-25,0.030379356145128548,0.6510407199104001,0.09677303291580724,1.3008425388172484,24.0
2023-02-26,0.8112161063852046,1.1042698278615715,-0.18323035227355464,1.1191426071027335,20.0
2023-02-27,-0.10085389190608157,1.1989997326466693,-0.04212185228555321,0.838373274081852,39.0
2023-02-28,0.012777948377189177,0.7115966420954596,0.027630114270340463,1.1034602406645613,49.0
2023-03-01,0.33349104680578734,0.9255830360318744,0.08780637762933204,1.213209312979924,21.0
2023-03-02,-0.22688476771735155,0.9806248871964711,-0.30898999364779545,0.5416802212779678,78.0
2023-03-03,0.11830104041045342,1.1176582326215323,-0.11209587640429419,0.8337914461165186,40.0
2023-03-04,-0.09900021921634222,0.8920010737263817,-0.10413325070567091,0.7947134901612635,62.0
2023-03-05,0.41880728755844887,0.6832235165122218,-0.3983944644101147,0.12526076205197648,8.0
2023-03-06,-0.18839868583900263,0.9312492941908339,-0.21666512199351134,0.6305754493191639,42.0
2023-03-07,0.03791102394034702,1.1504930819759354,0.4705497838604955,1.4047211959862667,34.0
2023-03-08,-0.18824071623547287,0.8376537615690854,-0.24846753980292707,0.6914950126971576,30.0
2023-03-09,-0.04253142341691097,1.0379003251908467,-0.0797614776291265,0.8990284586278134,55.0
2023-03-10,0.00833875524555653,0.8223074370983507,0.217045107661642,1.3165728075141994,77.0
2023-03-11,-0.07662141306127786,1.1189764274252378,-0.09139333199243943,1.1964531215986387,44.0
2023-03-12,0.33004858190039726,0.738603351689334,0.6314343490830643,1.4389057984753708,17.0
2023-03-13,-0.07817923762584031,0.9581632943823284,0.33833241642234646,1.2776477352589486,44.0
2023-03-14,-0.2438614982588487,1.0308159881369257,0.020151541184094676,0.9919863055067318,48.0
2023-03-15,-0.36724978711128,1.1613523352887791,0.1493395950807696,1.112665396111265,40.0
2023-03-16,0.26666727938068885,0.8231269188130439,-0.17196429476515723,0.6686295746358261,39.0
2023-03-17,0.05076809373694955,0.7267297937413318,-0.31526108325387164,0.4298779233388312,46.0
2023-03-18,0.4525554838025881,1.0463533867044739,-0.25783506932005124,0.5543776235348776,28.0
2023-03-19,0.023840041526463497,0.9166809630903894,-0.1376086843223145,1.0520856003459884,53.0
2023-03-20,0.16888558951380508,0.8675708213811292,0.02524616682842752,1.0537531871885057,27.0
2023-03-21,0.3085185149365385,0.8126216690381592,-0.037947237639614564,0.8421580133973622,69.0
2023-03-22,0.0644743219925514,1.0331691108334624,-0.2180589304695571,0.634695765542957,58.0
2023-03-23,0.2928572535535351,0.8589278832954875,-0.015731657425532803,0.9032747094501814,65.0
2023-03-24,-0.01122788745560232,0.8727721045418958,0.2521237727838997,1.2828740540278825,25.0
2023-03-25,0.044233149468190014,1.033507856327884,0.09740815969954826,0.9464412723640618,56.0
2023-03-26,-0.10444494448623833,1.2908841798602717,-0.3949675741296006,0.07609572433135085,12.0
2023-03-27,0.11353122112666422,0.9076876146103018,-0.04155535638762968,0.9609629037371897,23.0
2023-03-28,0.09105178579068822,1.1198595137613963,-0.0559895781680141,0.7925367200454033,84.0
2023-03-29,-0.23884818235602906,1.2691519574187107,-0.04486938955876177,0.8368569909214042,35.0
2023-03-30,-0.018603215857500455,1.0921742585874687,-0.1962264757716508,0.8385309200698775,57.0
2023-03-31,-0.013311468557514458,0.8920011281820472,0.2774706672821902,1.6062511930342107,27.0
2023-04-01,-0.3639854828250971,1.002154777774616,-0.2651397913209527,0.5628693499515496,39.0
2023-04-02,-0.6533172422878467,1.1529511140214097,0.003560847097451858,1.2653919793378317,22.0
2023-04-03,0.05825002124961994,0.8119512396653045,-0.16482603593637818,0.6832995264447654,70.0
2023-04-04,0.013134020660093624,0.7581839546583014,-0.03462313490328682,0.891052479382312,41.0
2023-04-05,0.13276599909887682,0.9146954825435509,-0.08179167115337484,0.7278811227156985,70.0
2023-04-06,0.03152825876791854,1.1064803384731638,-0.08664369905569952,0.6906686637341767,65.0
2023-04-07,0.003815098394844091,0.9831282059783517,-0.0024864855425607187,1.0022472698588238,32.0
2023-04-08,-0.24509226085822275,1.244043079321343,0.0091341902113,0.8203095661391028,20.0
2023-04-09,-0.056689443825585786,0.9129055305698962,-0.11924643018031578,1.233523953053871,16.0
2023-04-10,0.1586772559029095,1.1262264878695025,0.5174740872195277,2.001347177149622,38.0
2023-04-11,0.20383423033169146,1.1982320665427262,0.36015599781009655,1.3702363733293388,45.0
2023-04-12,-0.026303053507814974,0.93225689267001,-0.029457279372575543,0.8128887793392359,55.0
2023-04-13,0.046473755298075375,0.8896191445466287,-0.07640546166671325,1.0418036453405588,48.0
2023-04-14,0.13667654510487773,0.9986346944263476,-0.07777382733170987,0.9336917842007387,54.0
2023-04-15,0.37217152964568706,1.1502525139285549,-0.03659757499916846,1.1147948095068114,42.0
2023-04-16,-0.12904689620099652,0.8433903611453626,0.24613714624715957,1.3704769280964049,28.0
2023-04-17,-0.0638862445422179,1.0735238392655502,0.06287768615594427,0.9027020029566851,52.0
2023-04-18,-0.19490210011078113,1.0714739648353762,-0.022187148464206132,1.0513065130266839,53.0
2023-04-19,-0.07652767396611741,0.8835442270119176,-0.28409030916673733,0.5221939787578544,23.0
2023-04-20,-0.14998957192925844,0.8689502629407919,0.2863051138237784,1.2764687861275719,36.0
2023-04-21,-0.005670045121752359,1.0088625300322518,-0.07396128985752225,0.6937905543770154,24.0
2023-04-22,-0.388803695127044,0.7431975421037205,0.40844170622041953,1.2966075801111516,24.0
2023-04-23,0.0850692994460048,1.1713019529414492,0.17278218305971088,1.2799934964241901,22.0
2023-04-24,-0.03437861869218625,1.0158563988102474,0.0989050375637944,0.8872141335337168,57.0
2023-04-25,-0.2990135755077086,0.9906185744089996,-0.0224153492062923,0.9021778108636623,24.0
2023-04-26,-0.04097072017706761,0.8513884403889725,0.72807430837217,1.4709125471554065,17.0
2023-04-27,0.11724316338793009,1.1669353737777495,-0.14313872160000188,0.8121405409881964,38.0
2023-04-28,-0.03434649902913154,0.9035882710456263,0.0897045020503799,1.1007923488481908,64.0
2023-04-29,0.08564273082318258,0.9246737000968247,0.24847092125009565,1.0330545638577902,35.0
2023-04-30,-0.23228501432208506,1.051820550240569,-0.1349532961463068,0.8851402286463774,25.0
2023-05-01,0.002647640456263158,0.6687892827715188,-0.18289627530369382,0.7981825182340255,21.0
2023-05-02,0.12144739882096882,1.0077283602008154,0.26464958731620813,1.0930753813830747,32.0
2023-05-03,0.22909513748720736,0.8698684391457036,-0.03308565197784942,0.9401054589452267,38.0
2023-05-04,0.16953540248066093,0.8582514540305146,0.13576698759810057,1.1926257266130953,28.0
2023-05-05,-0.4375805575471859,1.2270853649342999,-0.15219658843258999,0.8144096658927136,56.0
2023-05-06,-0.19337807434260643,1.4373096585927805,-0.016836458609623885,1.243893811160075,16.0
2023-05-07,0.0755545736470945,0.8189561097339741,-0.3790793589671,0.20309641552456206,16.0
2023-05-08,-0.007946662082934503,0.9035495516313519,-0.2926156307255193,0.5926270637460008,31.0
2023-05-09,-0.3611824797603286,1.454105881179552,-0.19779690125839242,0.9494481232703321,39.0
2023-05-10,0.13990071264650286,0.8889827808011497,0.02541029336062992,1.0563711513766452,56.0
2023-05-11,0.21363770743360236,1.3161376391093886,0.025985550846352783,0.8638299943394283,15.0
2023-05-12,-0.06256643427924599,1.0806472278457546,-0.20869925034244702,0.6247799072629941,53.0
2023-05-13,-0.007783430576414611,1.077547104958476,-0.17137691922495008,0.5049504511496871,31.0
2023-05-14,0.004353746670275204,0.8674404797411366,0.03248941981327008,0.7986071667788757,46.0
2023-05-15,-0.19990860617175477,0.8937636374776163,-0.27886033316312525,0.34570473680282576,20.0
2023-05-16,0.30807522785501734,1.117210165314077,0.12898970605088336,1.0984179438549437,51.0
2023-05-17,0.04657603899019562,0.831133671541113,-0.19443457269293576,0.5351713883269649,43.0
2023-05-18,-0.10727093434117416,1.0906181334458285,-0.27900048609577927,0.4723568540680248,32.0
2023-05-19,0.22538515454051983,0.8344792646708781,0.021438297336683954,1.0051749174595588,60.0
2023-05-20,0.14175042515109038,0.9280975525584351,-0.3719192104733411,0.2841558252641663,26.0
2023-05-21,0.22711560721493232,0.890215000201294,-0.0436423004098019,1.0174330807689524,42.0
2023-05-22,-0.02169917051722231,0.9213945410028728,-0.03485601992330043,1.008359713805819,40.0
2023-05-23,0.045842349351245364,1.0330548435092803,-0.05434919896866484,1.0792025315463405,55.0
