,summary,Winter,Energie,Krieg,Krise,word
frier egal,2.357353755013105,-0.08523024791933882,0.711211170505681,-0.3797400904369365,-0.1724368796346449,frier egal
egal kalt,2.3784305392017844,-0.09413138109553185,0.7250789508522174,-0.3886412236131294,-0.18133801281083786,egal kalt
kalt gasag-chef,2.2697422187954253,-0.04735681328961125,0.6484561484923409,-0.34186665580720915,-0.13456344500491746,kalt gasag-chef
Georg,2.4455713379877486,-0.12196931994418474,0.7664980432346682,-0.4164791624617824,-0.20917595165949074,Georg
gasag-chef georg,2.4455713379877486,-0.12196931994418474,0.7664980432346682,-0.4164791624617824,-0.20917595165949074,gasag-chef georg
Friedrichs,2.465992914981865,-0.13028507990360802,0.778330287520187,-0.42479492242120553,-0.21749171161891406,Friedrichs
georg friedrich,2.465992914981865,-0.13028507990360802,0.778330287520187,-0.42479492242120553,-0.21749171161891406,georg friedrich
friedrich sprech,2.5098439268489288,-0.1479111189188678,0.8026430406818391,-0.44242096143646553,-0.23511775063417392,friedrich sprech
Interview,4.739581180690729,-0.7836393215458176,0.21744162056289928,-0.08730795640861616,0.26536057090840653,Interview
sprech interview,2.5651761803105404,-0.16971771079159137,0.8313632313171255,-0.4642275533091889,-0.2569243425068974,sprech interview
unbezahlbare,2.671679329634746,-0.2103977853549581,0.8812891239404844,-0.5049076278725557,-0.29760441707026414,unbezahlbare
interview unbezahlbar,2.671679329634746,-0.2103977853549581,0.8812891239404844,-0.5049076278725557,-0.29760441707026414,interview unbezahlbar
unbezahlbar gaspreis,2.823122505208576,-0.26553409197454764,0.9423111004587769,-0.5600439344921453,-0.3527407236898537,unbezahlbar gaspreis
steigende,3.802337050148189,-0.5633064391328616,0.8087612857050642,-0.8578162816504593,0.4141290007266819,steigende
gaspreis steigend,3.069590180158368,-0.3492346091299305,1.0228331157079953,-0.643744451647528,-0.4364412408452366,gaspreis steigend
steigend kosten,3.806931576357116,-0.5645140523721378,1.181234765699506,-0.8590238948897355,-0.6517206840874439,steigend kosten
erneuerbare,4.800020401898773,-0.7963107165471306,1.0898064482670067,-0.5861974421753297,-0.6323410344043008,erneuerbare
kosten erneuerbar,3.2545611221159603,-0.4077479829014137,1.0719707079728442,-0.7022578254190114,-0.4949546146167197,kosten erneuerbar
Zukunft,3.747707567894396,-0.5488348860715592,1.1715505993979385,-0.8433447285891568,-0.6360415177868651,Zukunft
energie zukunft,2.7934185020999958,-0.25495666361974323,0.9311440330649807,-0.5494665061373409,-0.34216329533504924,energie zukunft
zukunft wasserstoff,2.6602243548770734,-0.20610101142234769,0.8762255241293717,-0.5006108539399452,-0.2933076431376537,zukunft wasserstoff
Klima,5.412833760995291,0.9438887226564265,-1.0040015851770063,0.11313472777756549,-1.0036699362384707,Klima
Mehr,13.259828208068846,-0.8562556804713237,-0.8708005577127004,0.3313572052812302,-0.09198312332551425,Mehr
klima mehr,2.2273896253689127,0.9276530203170101,-0.11605915713512291,-0.3230307189988787,-0.11572750819658721,klima mehr
Holz,10.04176206748493,1.393064897458556,0.4765313169366771,-1.0072371240015614,-1.621649783556051,Holz
mehr holz,2.63029160141407,1.2371590548382132,-0.282323544006454,-0.4892951058702099,-0.28199189506791833,mehr holz
verheizt,2.6540171536356865,1.2502286187333689,-0.2913032281038356,-0.49827478996759145,-0.29097157916529975,verheizt
holz verheiz,2.6540171536356865,1.2502286187333689,-0.2913032281038356,-0.49827478996759145,-0.29097157916529975,holz verheiz
verheiz das,2.265543541608624,0.9667606055806927,-0.13304353326651525,-0.34001509513027095,-0.13271188432797945,verheiz das
schadet,2.272812159318317,0.9738955676304112,-0.1362467303729743,-0.3432182922367302,-0.1359150814344386,schadet
das schad,2.272812159318317,0.9738955676304112,-0.1362467303729743,-0.3432182922367302,-0.1359150814344386,das schad
Gesundheit,3.502765442403359,1.445898618065906,-0.5687816118113732,-0.5626984448093554,-0.5684499628728372,Gesundheit
schad gesundheit,2.288602464189851,0.9890690389164514,-0.1431701825251761,-0.3501417443889321,-0.14283853358664042,schad gesundheit
gesundheit umwelt,2.323872084058709,1.0214364800341342,-0.15846362509259274,-0.36543518695634847,-0.15813197615405708,gesundheit umwelt
umwelt durch,2.3436516330425112,1.0387279347270222,-0.16693906885454338,-0.3739106307182992,-0.16660741991600775,umwelt durch
enormen,3.2186412233540493,1.475388356975786,-0.4841881190733177,-0.6911596809370736,-0.48385647013478184,enormen
durch enorm,3.2186412233540493,1.475388356975786,-0.4841881190733177,-0.6911596809370736,-0.48385647013478184,durch enorm
Anstieg,5.803780752372774,0.9331294398374481,-0.29165753214716,-0.38790912312214854,0.13044918568373984,Anstieg
enorm anstieg,3.2986702514753516,1.4981195657165154,-0.5087482620668197,-0.7157198239305758,-0.5084166131282841,enorm anstieg
anstieg gaspreis,3.4550690441464433,1.5382210571707187,-0.5550712697545337,-0.7620428316182896,-0.5547396208159979,anstieg gaspreis
gaspreis setz,3.6408295121722225,1.5796508473773505,-0.6074403725461167,-0.8144119344098726,-0.6071087236075811,gaspreis setz
viele,19.16381476348805,0.9446606390214596,-0.36417917824802887,-0.34277494885337434,0.08856778725393598,viele
setz viele,5.725684001527993,1.6014927035313506,-1.0601908474535982,-0.5601230810746907,-1.0598591985150625,setz viele
viele mensch,8.233758472663206,1.4153874686530936,-1.4234714188891484,-0.3814520290174055,-0.39633143474837385,viele mensch
mensch heizen,9.514350678042486,1.8702893180437539,-1.5680300853907851,-1.1491954141485157,-1.5676984364522495,mensch heizen
heizen holz,5.8726309006610435,1.6668754062622404,-1.085531556651964,-0.6956491967618158,-1.0851999077134282,heizen holz
Geld,12.94308599815786,1.2707461002967044,-0.47391562392169084,-0.8848389363814042,0.2811710713272682,Geld
holz geld,5.311153328785306,1.6247020699132897,-0.9850378399646526,-0.6486994086277198,-0.9847061910261167,holz geld
geld spar,6.341971687024626,1.50812848533685,-0.41892095785247424,-0.8346269819848651,-0.41685751693193085,geld spar
Experten,6.6112407759065,1.2571462068671426,-1.2040001770859394,-0.053318404646437396,-1.2036685281474035,Experten
warnen,6.868175627568671,1.066079585686688,-0.31673839297652456,-0.4194651433335638,-0.006950759270454305,warnen
experte warn,3.907964262998099,1.6299615106969332,-0.67824541846359,-0.8852169803273459,-0.6779137695250543,experte warn
schädlichen,3.2297737764388583,1.4786495280714504,-0.4876409254281309,-0.6946124872918868,-0.48730927648959527,schädlichen
warn schädlich,3.2297737764388583,1.4786495280714504,-0.4876409254281309,-0.6946124872918868,-0.48730927648959527,warn schädlich
Folgen,17.71985375020915,0.2366497771895286,-0.6980250908878237,0.15873317143137716,-0.11521713563920534,Folgen
schädlich folge,3.1304783356042964,1.4483366088527816,-0.4564146446531901,-0.6633862065169459,-0.4560829957146542,schädlich folge
sowohl,3.076074801607341,1.4304728410383978,-0.4388831980660378,-0.6458547599297937,-0.43855154912750205,sowohl
folge sowohl,3.076074801607341,1.4304728410383978,-0.4388831980660378,-0.6458547599297937,-0.43855154912750205,folge sowohl
sowohl gesundheit,2.991808661358105,1.4008257100100825,-0.4111069368870723,-0.6180784987508281,-0.41077528794853657,sowohl gesundheit
gesundheit klima,2.930478635247178,1.3775686307049513,-0.39039459532795023,-0.5973661571917059,-0.3900629463894144,gesundheit klima
klima umwelt,2.6322711674602406,1.2382651405104044,-0.2830758642072682,-0.4900474260710239,-0.2827442152687324,klima umwelt
Umwe…,2.2327846504031026,0.9333588801275934,-0.11847835752139843,-0.32544991938515433,-0.11814670858286277,Umwe…
klima umwe…,2.2327846504031026,0.9333588801275934,-0.11847835752139843,-0.32544991938515433,-0.11814670858286277,klima umwe…
+6129,2.223491037282133,0.9234921013457826,-0.11430732895580273,-0.32127889081955857,-0.11397568001726696,+6129
umwe… +6129,2.223491037282133,0.9234921013457826,-0.11430732895580273,-0.32127889081955857,-0.11397568001726696,umwe… +6129
chars,126.55653577063752,-0.44983990502108573,-0.2314078196631157,0.20098549186324122,-0.1605577886163971,chars
+6129 chars,2.216045463248314,0.9154560016914615,-0.11095311348145036,-0.31792467534520635,-0.11062146454291462,+6129 chars
OECD,3.59937503874995,-0.5084507782912843,-0.5959890589451262,-0.026458657568287816,0.5583787042656447,OECD
oecd erwart,2.71129721405064,-0.22511774538062498,-0.31265602603446674,-0.12506842976435031,0.5223117816115895,oecd erwart
2023,7.7330630716642705,-0.5160691463897512,0.6603959981212975,-0.48277695707179935,0.2670415028442034,2023
erwart 2023,2.754777693562582,-0.24102729560404101,-0.328565576257883,-0.1354160304303857,0.5470239940114181,erwart 2023
global,2.7832072159462244,-0.25129448577870483,-0.33883276643254656,-0.14247955380735908,0.5629784556295251,global
2023 global,2.7832072159462244,-0.25129448577870483,-0.33883276643254656,-0.14247955380735908,0.5629784556295251,2023 global
Billionen,3.4915161948759286,-0.4780266299119622,-0.565564910565804,0.07252889310538684,0.3788314997754781,Billionen
global billion,2.8301132530133826,-0.2680072778338028,-0.3555455584876445,-0.15456186055020102,0.5888508518536376,global billion
billion euro,2.9190376241144804,-0.2989445294205362,-0.386482810074378,-0.17856902583367254,0.6360159986776245,billion euro
Einkommensentgang,2.9792590199651627,-0.3193651668268619,-0.4069034474807037,-0.1953754762663143,0.6663614867944697,Einkommensentgang
euro einkommensentgang,2.9792590199651627,-0.3193651668268619,-0.4069034474807037,-0.1953754762663143,0.6663614867944697,euro einkommensentgang
einkommensentgang die,3.500846146468677,-0.48069524365771105,-0.5682335243115529,-0.3427745344710678,0.8747545618410031,einkommensentgang die
bleibt,14.628837348939113,-1.9106852897817488,-0.640411674923917,0.1205916305744357,0.5009882249979998,bleibt
inflation bleib,4.810819376030589,-0.7985579663038692,-0.886096246957711,-0.6486667273489646,1.141027885615509,inflation bleib
bleib hoch,7.562031700932025,-1.250830445842641,-1.3383687264964828,0.1594824857180133,0.5376602836595606,bleib hoch
Gas-Engpass,2.931599490764439,-0.3032387236106072,-0.39077700426444895,-0.1310219986647141,0.5819192138456579,Gas-Engpass
hoch gas-engpas,2.931599490764439,-0.3032387236106072,-0.39077700426444895,-0.1310219986647141,0.5819192138456579,hoch gas-engpas
dürfte,3.7612649169258057,0.4951628924881991,0.10351343898975737,-0.36697432676435493,0.2563355603284437,dürfte
gas-engpas dürf,2.8736788353858844,-0.2832835813592966,-0.37082186201313844,-0.09781204497362302,0.5254978421191756,gas-engpas dürf
dürf wirtschaft,2.842358373123991,-0.27232466888950985,-0.3598629495433515,-0.07351581556709785,0.48350708072400445,dürf wirtschaft
wirtschaft europa,2.824394102370084,-0.26598441280451746,-0.3535226934583593,-0.05249714893248342,0.4472244769910071,wirtschaft europa
schrumpfen,3.8190101517919928,-0.5676818147196301,-0.6552200953734718,-0.3425337470692312,0.9063397765236321,schrumpfen
europa schrumpf,2.817685578579073,-0.2636063794084,-0.3511446600622419,-0.03845831175800119,0.423233964002069,europa schrumpf
die oecd,2.817476270053037,-0.26353209280164247,-0.3510703734554842,-0.012015806013907443,0.37899553596491314,die oecd
empfiehlt,3.4454670316921163,-0.4647500115041494,-0.5522882921579911,-0.20399761844535452,0.7480733399880882,empfiehlt
oecd empfehl,2.820749778756733,-0.2646932768489568,-0.35223155750279866,-0.003940883790162228,0.36579128180584897,oecd empfehl
staatliche,5.399405055444033,-0.9139793208294955,-1.0015176014833373,0.1628543420476228,0.42500261074959417,staatliche
empfehl staatlich,2.8335584805870173,-0.2692238836544205,-0.3567621643082624,0.013916800591763355,0.33713938719639,empfehl staatlich
Unterstützung,6.552914352383192,-1.1076004382329088,-0.5022217890145159,0.3841444819407587,-0.5226337340603043,Unterstützung
staatlich unterstützung,2.8546992389163495,-0.27665704041718003,-0.36419532107102176,0.0323619231963441,0.3083096637554242,staatlich unterstützung
Bedürftigsten,2.937577395742048,-0.3052757748565835,-0.39281405551042536,0.07097815601807804,0.2540128435200889,Bedürftigsten
unterstützung bedürftig,2.937577395742048,-0.3052757748565835,-0.39281405551042536,0.07097815601807804,0.2540128435200889,unterstützung bedürftig
fokussieren,3.0841589661478364,-0.35396954806292963,-0.44150782871677136,0.09871219333851515,0.234709516128286,fokussieren
bedürftig fokussier,3.0841589661478364,-0.35396954806292963,-0.44150782871677136,0.09871219333851515,0.234709516128286,bedürftig fokussier
Paris/Wien,3.243732912010965,-0.40441534819142816,-0.49195362884527,0.12833170577899544,0.20823114836058632,Paris/Wien
fokussier paris/wi,3.243732912010965,-0.40441534819142816,-0.49195362884527,0.12833170577899544,0.20823114836058632,fokussier paris/wi
paris/wi der,3.4907860566303333,-0.4778174902265243,-0.565355770880366,0.17176973746258284,0.15980369484133683,paris/wi der
Angriff,10.970682138112965,-1.6229170027440378,-1.4526916561150285,0.546013642700129,-0.9753576146604895,Angriff
der angriff,3.7943019313440054,-0.5611909978646243,-0.6487292785184661,0.22233091111098893,0.08636839021892409,der angriff
angriff russland,7.375913069053664,-1.2259102487826752,-1.313448529436517,0.47853189918088784,-0.5568469002336813,angriff russland
russland ukraine,15.298856329796736,-1.9554686241647454,-1.4422343736311343,0.5717980766480444,-1.2277213044990798,russland ukraine
kostet,5.596978585650199,-0.012891398448983694,0.012639746398797924,0.0636174261160916,-0.1897603988028185,kostet
ukraine kost,4.523033683469924,-0.7368734858670325,-0.8244117665208743,0.28441850678596187,0.02328357743809217,ukraine kost
kost wirtschaft,3.4834888904771093,-0.47572489454556915,-0.5632631751994109,0.09250437119423187,0.3385480468626606,kost wirtschaft
weltweit,4.297623987368167,-0.685752857150955,-0.7732911378047967,0.08579161688886683,0.46910265232765813,weltweit
wirtschaft weltweit,3.3967641998756397,-0.4505138207903093,-0.5380521014441512,0.03180216245288665,0.43464411666595576,wirtschaft weltweit
Wachstum,4.904054723805148,-0.8177529058324897,-0.9052911864863316,-0.25369687311271355,0.9142349900343654,Wachstum
weltweit wachstum,3.394678155914592,-0.4498995053275942,-0.537437785981436,-0.018106572456842652,0.5142875191436515,weltweit wachstum
treibt,9.285063581552631,0.10817408776988091,-0.10323658561857704,-0.08971116160696532,0.2205677090189671,treibt
wachstum treib,3.53331553125844,-0.4899272223608769,-0.5774655030147187,-0.11367329148621524,0.6622300062896957,wachstum treib
treib inflation,5.745476610007998,-0.9761034169433009,-1.0636416975971428,-0.6366132326361442,1.1705415763975842,treib inflation
inflation höhe,3.2794650895916724,-0.41537087490184227,-0.5029091555556839,-0.12095615034126216,0.6336290175523818,inflation höhe
Summe,3.131763671480962,-0.36928686742392386,-0.4568251480777656,-0.09464565692988865,0.5750436710225492,Summe
könnten,9.24570944466544,0.622180848941068,0.21874075366755338,-0.23489870656320241,-0.2551640883319638,könnten
summe könn,3.060529695628269,-0.34627855237690225,-0.433816833030744,-0.08361337304690931,0.5465072569308411,summe könn
weltweiten,3.4514414492026235,0.6189743666064874,-0.5540207840480669,-0.2253837983493102,0.34779043801400483,weltweiten
könn weltweit,2.9530485191400686,-0.3105285813307331,-0.3980668619845749,-0.06942987628581836,0.5037443600774967,könn weltweit
realen,2.8792787313921733,-0.2852303705403103,-0.37276865119415215,-0.061589957566761604,0.47492669276481425,realen
weltweit real,2.8792787313921733,-0.2852303705403103,-0.37276865119415215,-0.061589957566761604,0.47492669276481425,weltweit real
Einkommen,4.55054159049808,-0.7429368050046854,-0.8304750856585273,-0.5294495411326515,1.0722427788342164,Einkommen
real einkommen,2.840283030241569,-0.2715942539900371,-0.35913253464387884,-0.05810699011800309,0.45994814112361304,real einkommen
deshalb,4.165865498134426,-0.6546146049508934,0.3007718357224508,-0.03846907882553803,0.04172689635716858,deshalb
einkommen deshalb,2.792279054308192,-0.25454867597053654,-0.3420869566243783,-0.0544642324314598,0.44179282533752534,einkommen deshalb
deshalb 2023,2.7589419904977603,-0.24253781770730126,-0.3300760983611431,-0.05235786352499567,0.4293827108974121,deshalb 2023
"2,8",2.7291606711582803,-0.23168466371008772,-0.3192229443639296,-0.05077111152081251,0.41843941630454445,"2,8"
"2023 2,8",2.7291606711582803,-0.23168466371008772,-0.3192229443639296,-0.05077111152081251,0.41843941630454445,"2023 2,8"
Bil…,2.7153999725717144,-0.22662981032977325,-0.3141680909836149,-0.05013200548345116,0.4134292840271787,Bil…
"2,8 bil…",2.7153999725717144,-0.22662981032977325,-0.3141680909836149,-0.05013200548345116,0.4134292840271787,"2,8 bil…"
+671,2.6959897656936125,-0.2194559451818854,-0.3069942258357272,-0.04933146906703901,0.40641215792259483,+671
bil… +671,2.6959897656936125,-0.2194559451818854,-0.3069942258357272,-0.04933146906703901,0.40641215792259483,bil… +671
+671 chars,2.680828115792605,-0.21381629346939945,-0.30135457412324124,-0.04878818999249568,0.4009715103482577,+671 chars
Überwintern,2.073066072020968,0.04328074614908875,-0.04425753450475318,0.02268233326018082,-0.04392588556621738,Überwintern
überwinter spanien,2.085732358219971,0.03718940723183582,-0.05034887342200593,0.02852438460875266,-0.050017224483470187,überwinter spanien
Energiekosten,7.227383039871192,1.0289580717392697,-0.2927234374410861,-1.2033875530209088,0.6698059062172892,Energiekosten
spanien energiekosten,2.0973752814020057,0.03162275475687783,-0.05591552589696392,0.033802762106544926,-0.05558387695842827,spanien energiekosten
energiekosten spar,2.1168759780428337,0.02236804514146125,-0.06517023551238055,0.04245296516839759,-0.06483858657384489,energiekosten spar
26.09.2022,2.1606428740393455,0.0019036474692091891,-0.08563463318463255,0.06104362908727335,-0.08530298424609693,26.09.2022
wirtschaft 26.09.2022,2.1606428740393455,0.0019036474692091891,-0.08563463318463255,0.06104362908727335,-0.08530298424609693,wirtschaft 26.09.2022
26.09.2022 spanien,2.1914245315616294,-0.01224235164327138,-0.09978063229711315,0.07347949926451124,-0.09944898335857745,26.09.2022 spanien
mehren,2.5214370878463392,-0.15251956018114077,-0.24005784083498263,0.18102433077878322,-0.23972619189644684,mehren
spanien mehr,2.2133149516734654,-0.02218191806567918,-0.10972019871952102,0.08202276592221619,-0.10938854978098514,spanien mehr
Stimmen,8.870129486068217,-1.4103799426655335,-1.4979182233193753,0.5761792688385474,-1.4975865743808396,Stimmen
mehr stimme,2.2722290278046353,-0.048451848516691064,-0.1359901291705328,0.10386305271493607,-0.13565848023199698,mehr stimme
sagen,4.1078117825013925,-0.6405810219560543,0.09029965868504021,0.042074778882588544,0.07977269467718456,sagen
stimme sag,2.3468590709259187,-0.08076841683893438,-0.16830669749277613,0.12934485753286654,-0.16797504855424036,stimme sag
sag deutsche,2.406697396886213,-0.10594598119113073,-0.19348426184497244,0.14821180508573747,-0.19315261290643662,sag deutsche
deutsche soll,2.526805641813097,-0.15464646107638896,-0.24218474173023077,0.18246185476498678,-0.24185309279169506,deutsche soll
statt,7.633840126927817,0.46016705967717453,0.4254038985821931,-0.05326400673750313,-1.3474881918242179,statt
soll statt,2.7800860993879963,-0.2501724464725711,-0.33771072712641287,0.2421131303602361,-0.3373790781878772,soll statt
Putins,23.665450350006733,-2.3917067416375595,-2.4792450222914013,0.6541125725655519,-2.4789133733528654,Putins
statt putin,3.3000299775385646,-0.42162210078051016,-0.509160381434352,0.3292267300046857,-0.5088287324958163,statt putin
putin krieg,2.7375499545886774,-0.23475389147443418,-0.32229217212827593,0.23309630311586904,-0.32196052318974017,putin krieg
krieg gas,3.3191813278641344,-0.4274087127745891,-0.5149469934284309,0.33179723645414844,-0.5146153444898953,krieg gas
eigene,4.782041384966085,1.0720386828988369,-0.8800963522209074,-0.08456837513813352,-0.4764122370503524,eigene
gas eigen,2.3620331871366935,-0.08721331636210963,-0.17475159701595142,0.134253914009659,-0.17441994807741565,gas eigen
Heizung,5.424208227133455,1.4728783573890272,-1.006100768760034,-0.3602273029181863,-1.0057691198214984,Heizung
eigen heizung,2.3139451396005373,-0.0666444686993881,-0.1541827493532301,0.1183888927383246,-0.15385110041469416,eigen heizung
finanzieren,2.7167408830805972,-0.22712350538362047,-0.3146617860374622,0.22855161277337424,-0.3143301370989263,finanzieren
heizung finanzier,2.2591363786402887,-0.0426731551543776,-0.13021143580821948,0.09914832054265764,-0.12987978686968374,heizung finanzier
lieber,3.1307816968411686,-0.3689732650178452,0.10896931411606435,0.15856774290902853,-0.45617989673315124,lieber
finanzier lieber,2.2133149516734654,-0.02218191806567918,-0.10972019871952102,0.08202276592221619,-0.10938854978098514,finanzier lieber
Süden,6.256066354956975,-1.0612421580442704,-1.1487804386981122,0.5204865401669035,-1.1484487897595765,Süden
lieber süden,2.186506054146879,-0.009995408989519094,-0.09753368964336087,0.07152617818201613,-0.09720204070482506,lieber süden
überwintern,2.17285755338571,-0.0037336943975201545,-0.09127197505136203,0.06603913540562407,-0.09094032611282639,überwintern
süden überwinter,2.17285755338571,-0.0037336943975201545,-0.09127197505136203,0.06603913540562407,-0.09094032611282639,süden überwinter
Macht,3.084983002909604,-0.35423669599721325,0.1467363676457956,0.13914215003232752,-0.44144332771251943,Macht
Sinn,2.6696705113961676,-0.20964560907252935,-0.2971838897263712,0.2179298819898895,-0.2968522407878354,Sinn
mach sinn,2.6696705113961676,-0.20964560907252935,-0.2971838897263712,0.2179298819898895,-0.2968522407878354,mach sinn
Energiepolitik,10.26524803185248,-1.5564547612949338,-0.24123901839158476,-0.18320596497794062,0.7491651140037238,Energiepolitik
Demonstrationen,5.6522074402180245,-0.9597367144864618,-0.4533012517465266,-0.109088940457118,0.6904268493897664,Demonstrationen
energiepolitik demonstration,2.0337200974888847,0.06244277545031024,-0.02509550520353167,0.0038398494983776137,-0.024763856264995873,energiepolitik demonstration
ostdeutschen,2.8778503694219935,-0.2847341641935443,-0.3722724448473862,0.26154819612940744,-0.3719407959088503,ostdeutschen
demonstration ostdeutsch,2.0432691305338855,0.0577584115865191,-0.029779869067322717,0.008512548098252588,-0.029448220128787037,demonstration ostdeutsch
Städten,5.382532402522688,-0.9108495184613488,-0.9983877991151905,0.4884389311108235,-0.9980561501766548,Städten
ostdeutsch stadt,2.885237958071928,-0.2872979259395388,-0.37483620659338074,0.2629486460783779,-0.3745045576548449,ostdeutsch stadt
hohe,14.080258027362683,-0.5866537080203517,-0.030451823767886143,-0.8730899242495104,1.0252672376125374,hohe
stadt hoch,2.0593694436158794,0.04990961114060535,-0.03762866951323657,0.01624478631193992,-0.03729702057470078,stadt hoch
hoch energiepreis,6.595302703716597,-1.1140482323341252,-0.17241921277721053,-0.15301360132922046,0.6544871537210101,hoch energiepreis
Mecklenburg-Vorpommern,2.827215007237802,-0.26698267897872385,-0.3545209596325657,-0.2853211442837982,0.727311081698166,Mecklenburg-Vorpommern
energiepreis mecklenburg-vorpommern,2.0754532278700446,0.04212989885154244,-0.045408381802299246,0.02379143354646816,-0.045076732863763555,energiepreis mecklenburg-vorpommern
Sachsen-Anhalt,4.8436190399550325,0.6009950183931343,0.5417404317061236,-0.8031727177385801,0.19084236450087527,Sachsen-Anhalt
mecklenburg-vorpommern sachsen-anhalt,2.0973752814020057,0.03162275475687783,-0.05591552589696392,0.033802762106544926,-0.05558387695842827,mecklenburg-vorpommern sachsen-anhalt
Thüringen,2.119453877635319,0.021151001144177617,-0.06638727950966421,0.04357905434810074,-0.06605563057112859,Thüringen
sachsen-anhalt thüringen,2.119453877635319,0.021151001144177617,-0.06638727950966421,0.04357905434810074,-0.06605563057112859,sachsen-anhalt thüringen
gingen,3.966967212966167,-0.6056924248005304,-0.6932307054543723,0.1212280222041627,0.36108978950212123,gingen
thüringen geh,2.133445162330603,0.014571331587144524,-0.07296694906669718,0.04962161504229921,-0.07263530012816154,thüringen geh
Tausende,4.560889208961031,-0.7452081547277618,-0.21875418851696787,-0.1300575942445245,0.5999887962787505,Tausende
geh tausend,2.1445085477314807,0.009399040900892877,-0.07813923975294888,0.054318564255572716,-0.07780759081441323,geh tausend
tausend mensch,3.960559517898971,-0.604075855931029,0.5126084523828981,-0.3414008455178642,0.3055758936390078,tausend mensch
Straßen,3.1653969703308715,1.1889110184304557,-0.4675073016967023,-0.28764874949697855,-0.46717565275816664,Straßen
mensch straße,2.9587105509234632,-0.31244409698269093,-0.39998237763653266,0.27639574627816954,-0.39965072869799695,mensch straße
demonstrieren,3.00620426239571,-0.3283687888310329,-0.41590706948487477,0.07358132861574455,0.26796487789609896,demonstrieren
sie demonstrier,2.239662139715483,-0.034015572253468296,-0.12155385290730988,0.09199122201134405,-0.12122220396877426,sie demonstrier
hohen,17.496175284548393,-0.30955734155853704,-0.17987720725353795,-0.7433451665931389,0.9800249874756203,hohen
demonstrier hoch,2.3701377207083834,-0.09063861170899673,-0.17817689236283868,0.13684039182413255,-0.17784524342430288,demonstrier hoch
energiepreis ukraine-krieg,3.3000299775385646,-0.42162210078051016,-0.509160381434352,0.3292267300046857,-0.5088287324958163,energiepreis ukraine-krieg
When,15.290803937826176,-1.9549421461269962,0.0031482213448181455,-0.3874062476844109,0.849031201535785,When
browsing,14.718750226460122,-1.9168127548492573,0.007904518294793952,-0.3928986539032124,0.8496737913663861,browsing
when browsing,14.718750226460122,-1.9168127548492573,0.007904518294793952,-0.3928986539032124,0.8496737913663861,when browsing
with,13.910875878555895,-1.860361519745075,0.011558947818829624,-0.39814464231091984,0.8497860824306819,with
browsing with,13.910875878555895,-1.860361519745075,0.011558947818829624,-0.39814464231091984,0.8497860824306819,browsing with
ads,13.54328147455381,-1.833581140470798,0.012241381720013864,-0.39964349167334956,0.8495064104174481,ads
with ad,13.54328147455381,-1.833581140470798,0.012241381720013864,-0.39964349167334956,0.8495064104174481,with ad
collect,13.01232874291696,-1.793587821134225,0.013542804763961623,-0.40043798258515795,0.847850542835367,collect
ad collect,13.01232874291696,-1.793587821134225,0.013542804763961623,-0.40043798258515795,0.847850542835367,ad collect
personal,12.585483741704085,-1.7602346140535112,0.012893428577112013,-0.4008920173332152,0.8470002981563849,personal
collect personal,12.585483741704085,-1.7602346140535112,0.012893428577112013,-0.4008920173332152,0.8470002981563849,collect personal
data,12.171015778067892,-1.726747917504099,0.011862686928852463,-0.40082682152771887,0.845873844108996,data
personal data,12.171015778067892,-1.726747917504099,0.011862686928852463,-0.40082682152771887,0.845873844108996,personal data
and,23.930488288539497,-2.4028438548288626,0.10751427374185896,-0.41164285758275493,0.8336206656130986,and
data and,13.705881886154492,-1.8455156236988268,0.12071157084876301,-0.4058041202639234,0.8048866756148014,data and
transmit,11.627972489218509,-1.6811041650322902,0.010065675598141567,-0.40008639930361434,0.8439385393062178,transmit
and transmit,11.627972489218509,-1.6811041650322902,0.010065675598141567,-0.40008639930361434,0.8439385393062178,and transmit
third-party,11.14570125723299,-1.638744434346298,0.008181455930388269,-0.39889249774304336,0.8417646480906019,third-party
transmit third-party,11.14570125723299,-1.638744434346298,0.008181455930388269,-0.39889249774304336,0.8417646480906019,transmit third-party
providers,10.814588433454272,-1.608586551768541,0.006795320392050818,-0.39781866192409204,0.8400102813707274,providers
third-party provider,10.814588433454272,-1.608586551768541,0.006795320392050818,-0.39781866192409204,0.8400102813707274,third-party provider
that,10.534878590360417,-1.5823820710283627,0.0061563928117386296,-0.39654231123464034,0.8379466912024843,that
provider that,10.534878590360417,-1.5823820710283627,0.0061563928117386296,-0.39654231123464034,0.8379466912024843,provider that
help,10.421454298844846,-1.5715571428605868,0.005647401698050425,-0.39608830482443275,0.8372411246528826,help
that help,10.421454298844846,-1.5715571428605868,0.005647401698050425,-0.39608830482443275,0.8372411246528826,that help
improve,10.250097599387804,-1.554977775677318,0.004881231543621675,-0.39536485866599597,0.8361199254311592,improve
help improve,10.250097599387804,-1.554977775677318,0.004881231543621675,-0.39536485866599597,0.8361199254311592,help improve
improve and,13.705881886154492,-1.8455156236988268,0.12071157084876301,-0.4058041202639234,0.8048866756148014,improve and
finance,10.013659860832053,-1.5316406952137382,0.0038368845653240207,-0.394295216106016,0.8344596434822158,finance
and finance,10.013659860832053,-1.5316406952137382,0.0038368845653240207,-0.394295216106016,0.8344596434822158,and finance
our,9.868038987487285,-1.5169916978066627,0.003205433167370195,-0.3935966493242278,0.8333689694713413,our
