,summary,Winter,Energie,Krieg,Krise,word
summaryOfAllWords,65875.97295713288,7734.951772884494,12558.438679454688,32775.902549568586,12806.679955238182,
Energiekrise,37.9562943201908,-0.14604291180593323,0.26544877194058375,-0.5941367793612593,0.6577291817327909,Energiekrise
Kap,2.2854029749996085,-0.05423291371768775,0.6603269480260916,-0.34874275623528544,-0.1414395454329938,Kap
energiekrise kap,2.2854029749996085,-0.05423291371768775,0.6603269480260916,-0.34874275623528544,-0.1414395454329938,energiekrise kap
Chance,2.687085766743945,-0.21614779651618457,0.8879918091803227,-0.5106576390337824,-0.3033544282314907,Chance
kap chance,2.295939695543912,-0.05883276135212213,0.6681452918217764,-0.3533426038697199,-0.14603939306742833,kap chance
deutsche,12.683459491150057,-0.556924946986454,0.19224118353631148,0.019436469206301158,-0.00016640354249349067,deutsche
chance deutsch,2.31177818494114,-0.06570755368485852,0.6796517607177669,-0.36021739620245613,-0.1529141854001646,chance deutsch
Investoren,3.3798049399419,-0.4455085460000164,0.8420895362981062,-0.30114040361495414,-0.5327151777153224,Investoren
deutsch investor,2.9377683931295215,-0.30534079141710774,0.982257290881015,-0.5998506339347053,-0.3925474231324137,deutsch investor
Wirtschaft,14.376319777222133,-1.8932729413051863,0.051965188199401574,0.06920030357273137,0.24478931188210806,Wirtschaft
investor wirtschaft,2.3494178332769664,-0.08185811519209425,0.7058740938610608,-0.3763679577096919,-0.16906474690740028,investor wirtschaft
10.01.2022,2.3884735802504076,-0.09834504080271679,0.7315349228825467,-0.3928548833203145,-0.1855516725180229,10.01.2022
wirtschaft 10.01.2022,2.3884735802504076,-0.09834504080271679,0.7315349228825467,-0.3928548833203145,-0.1855516725180229,wirtschaft 10.01.2022
Südafrika,2.4176559148997536,-0.110488988783226,0.7497632590496442,-0.4049988313008237,-0.19769562049853207,Südafrika
10.01.2022 südafrika,2.4176559148997536,-0.110488988783226,0.7497632590496442,-0.4049988313008237,-0.19769562049853207,10.01.2022 südafrika
erhält,2.632936788185201,-0.1957904209471678,0.6961614682028195,-0.2839597615117464,-0.2829970526624739,erhält
südafrika erhalt,2.4490738158087786,-0.12340046696660877,0.7685514221833787,-0.41791030948420643,-0.21060709868191488,südafrika erhalt
Milliarden,9.651841170725367,-1.4948392402924247,0.7144735737501351,-0.2550540713339555,0.021548942473841107,Milliarden
erhalt milliarde,2.4747208994908516,-0.13381817002613428,0.7832859596689578,-0.42832801254373193,-0.22102480174144037,erhalt milliarde
Energie-Umbau,2.56796120698534,-0.17080282764623375,0.832755018187444,-0.4653126701638315,-0.25800945936153985,Energie-Umbau
milliarde energie-umbau,2.56796120698534,-0.17080282764623375,0.832755018187444,-0.4653126701638315,-0.25800945936153985,milliarde energie-umbau
Bisher,5.052509770849815,-0.11982146937068577,0.47358961153412715,-0.19352254219084133,-0.07850428222636986,Bisher
verpesten,2.775356608655641,-0.2484697948123953,0.9241739465007938,-0.5429796373299931,-0.33567642652770147,verpesten
bisher verpest,2.775356608655641,-0.2484697948123953,0.9241739465007938,-0.5429796373299931,-0.33567642652770147,bisher verpest
veraltete,2.9876463476571575,-0.3221764509680459,0.9982274132264422,-0.6166862934856436,-0.40938308268335194,veraltete
verpest veraltet,2.9876463476571575,-0.3221764509680459,0.9982274132264422,-0.6166862934856436,-0.40938308268335194,verpest veraltet
Kohlekraftwerke,11.420661823713246,-1.663114703835081,1.4094254784680793,-1.1123890174767703,-1.750321335550387,Kohlekraftwerke
veraltet kohlekraftwerk,3.6975896908431056,-0.5353717207137372,1.1630359716918792,-0.8298815632313348,-0.6225783524290431,veraltet kohlekraftwerk
Umwelt,7.319318151353237,0.9054839565996738,0.17728463135829564,-0.14751567901352086,-1.3054143548744197,Umwelt
kohlekraftwerk umwelt,2.847649337250402,-0.27418440825039725,0.951265707835935,-0.5686942507679948,-0.3613910399657032,kohlekraftwerk umwelt
Sie,34.61268175065891,0.3741799025269958,-0.025522076171091052,0.1303163644150081,-0.9303816695344975,Sie
sollen,9.398835197608859,0.25460935499833603,0.5534368309863927,-0.4013962547960256,-0.055387720889146765,sollen
sie soll,4.444330457321792,0.7556817438503173,0.9290363875353299,-1.0138296201105657,-0.8065264093082741,sie soll
alternative,2.801698342881069,-0.25791633257912694,0.9342932141253018,-0.5524261750967246,-0.34512296429443295,alternative
soll alternativ,2.801698342881069,-0.25791633257912694,0.9342932141253018,-0.5524261750967246,-0.34512296429443295,soll alternativ
Energien,12.758960954373187,-1.773924392939732,1.4684117029028596,-1.478707050524006,-1.6099547107969023,Energien
alternativ energie,3.1464151557696334,-0.3739543072310248,1.0442396481840177,-0.6684641497486222,-0.4611609389463308,alternativ energie
ersetzt,3.355017153240482,-0.43814743139665463,1.0955170031769912,-0.7326572739142523,-0.5253540631119608,ersetzt
energie ersetz,2.7705702180871232,-0.24674370216587266,0.9223033918099118,-0.5412535446834703,-0.33395033388117884,energie ersetz
Deutsche,11.624220531443301,-0.05392223411581499,0.8129976073295303,-0.5291877543346382,-0.15897162574261253,Deutsche
stehen,4.772723950756997,-0.7906077490138385,0.12400822794552457,-0.054889810894820174,0.2906218709695313,stehen
investor steh,2.472154947919423,-0.13278076707497835,0.7818352098843846,-0.4272906095925759,-0.21998739879028437,investor steh
bereit,5.5077384278802555,-0.16945806576529898,0.9624800794639436,-0.40534243225464667,-1.0210512702091914,bereit
steh bereit,2.4456560237422793,-0.12200394755328012,0.766547810723588,-0.41651379007087774,-0.20921057926858602,steh bereit
Doch,21.588517024659406,0.6483135087649562,0.18798166698943974,-0.5429771565128636,0.2764786884504634,Doch
gibt,22.136185091725103,-0.1721555479461762,-0.130608806928971,0.2726825611446335,-0.8835962070355307,gibt
doch geb,2.39709295256976,-0.10194728165790176,0.7369999113620194,-0.3964571241754993,-0.18915391337320778,doch geb
Widerstände,2.384411457164089,-0.09664287365003386,0.7289352302382289,-0.3911527161676316,-0.18384950536533998,Widerstände
geb widerstand,2.384411457164089,-0.09664287365003386,0.7289352302382289,-0.3911527161676316,-0.18384950536533998,geb widerstand
nan,24.753226321982165,-0.9267690211449897,0.25820938034563484,-0.11709546867464382,0.30660616613825636,nan
Brennelementfabrik,2.052396722441119,0.05330120860848436,-0.03423707204535752,0.012918331392081185,-0.03390542310682181,Brennelementfabrik
Lingen,2.9681990814126036,-0.31564594725002637,-0.40318422790386826,0.27807111445492333,-0.40285257896533266,Lingen
brennelementfabrik ling,2.064857654264374,0.04724816027584665,-0.04029012037799531,0.01883953687500261,-0.039958471439459596,brennelementfabrik ling
Mitten,2.070745170564429,0.04440092347539936,-0.043137357178442456,0.021600379200202375,-0.04280570823990669,Mitten
ling mitte,2.070745170564429,0.04440092347539936,-0.043137357178442456,0.021600379200202375,-0.04280570823990669,ling mitte
Atomausstiegsland,2.0787447683426934,0.04054521696374429,-0.04699306369009746,0.02531453777038163,-0.04666141475156172,Atomausstiegsland
mitte atomausstiegsland,2.0787447683426934,0.04054521696374429,-0.04699306369009746,0.02531453777038163,-0.04666141475156172,mitte atomausstiegsland
Französische,2.0953272705951806,0.03259969549823177,-0.05493858515560998,0.03288054763665045,-0.054606936217074194,Französische
atomausstiegsland französisch,2.0953272705951806,0.03259969549823177,-0.05493858515560998,0.03288054763665045,-0.054606936217074194,atomausstiegsland französisch
russische,20.23475405048749,-2.2350921718423113,-2.322630452496153,0.646462597619919,-2.3222988035576178,russische
französisch russisch,2.1143641593830824,0.0235553183158634,-0.06398296233797843,0.041351875016003806,-0.06365131339944255,französisch russisch
Konzerne,2.8202399074113256,-0.26451250312832897,0.6888905719796116,-0.23470288747585205,-0.35171913484363515,Konzerne
russisch konzern,2.127614624375829,0.017307994241755546,-0.07023028641208635,0.047117609894232575,-0.06989863747355055,russisch konzern
Niedersachen,2.158729132948638,0.0027897675870575227,-0.08474851306678438,0.06025355013630867,-0.08441686412824859,Niedersachen
konzern niedersache,2.158729132948638,0.0027897675870575227,-0.08474851306678438,0.06025355013630867,-0.08441686412824859,konzern niedersache
gemeinsam,5.988670882362107,-1.0175600463309797,-0.25573613895799097,-0.1751388889958867,0.7021600903880534,gemeinsam
niedersache gemeinsam,2.186506054146879,-0.009995408989519094,-0.09753368964336087,0.07152617818201613,-0.09720204070482506,niedersache gemeinsam
Brennelemente,2.2133149516734654,-0.02218191806567918,-0.10972019871952102,0.08202276592221619,-0.10938854978098514,Brennelemente
gemeinsam brennelement,2.2133149516734654,-0.02218191806567918,-0.10972019871952102,0.08202276592221619,-0.10938854978098514,gemeinsam brennelement
Atomkraft,3.3707644214695898,-0.4428300981852963,0.6373462615071903,-0.10134696389924301,-0.5300367299006022,Atomkraft
brennelement atomkraft,2.2816475122543443,-0.052588323362407936,-0.14012660401624957,0.1072077324547134,-0.13979495507771397,brennelement atomkraft
herstellen,2.640687410488921,-0.19872981427221256,-0.2862680949260543,0.21114245309186191,-0.2859364459875188,herstellen
atomkraft herstell,2.339741749039698,-0.07773110786758533,-0.165269388521427,0.12701192479971443,-0.16493773958289124,atomkraft herstell
Mit,15.950550567778762,0.49251058095097,-0.47739478493996,0.09617117154268409,-0.31538499933374203,Mit
Deal,3.3112491622747884,-0.4250160568572046,-0.5125543375110464,0.330736984102675,-0.5122226885725107,Deal
mit deal,2.58739851032253,-0.17834348300522695,-0.2658817636590687,0.19813815144034658,-0.265550114720533,mit deal
Russland,299.2893269135818,-3.683758913022846,-3.156314610209878,0.684593896176827,-4.425160463350933,Russland
deal russland,3.3000299775385646,-0.42162210078051016,-0.509160381434352,0.3292267300046857,-0.5088287324958163,deal russland
Europa,15.642291888270101,-0.4731784312019779,0.07852296635059121,0.3067647968710814,-1.4751393205077534,Europa
russland europa,3.423073259893963,-0.458229309813489,-0.5457675904673308,0.3451338487178136,-0.5454359415287952,russland europa
Einfluss,5.661237355227612,-0.9613330305670855,0.09006535330197088,0.007454224078894469,0.2322693320417629,Einfluss
europa einfluss,2.42799866462442,-0.11475787145389889,-0.2022961521077406,0.15462217399993752,-0.20196450316920492,europa einfluss
gewinnen,4.2372070957524395,-0.6715948966179505,0.4629168083752925,0.09316394950616333,-0.7588015283332565,gewinnen
einfluss gewinn,2.3468590709259187,-0.08076841683893438,-0.16830669749277613,0.12934485753286654,-0.16797504855424036,einfluss gewinn
Ukraine-Krise,4.643909269908141,-0.7632470748347177,-0.8507853554885595,0.4506367564890894,-0.8504537065500237,Ukraine-Krise
ukraine-kris wirtschaft,2.526805641813097,-0.15464646107638896,-0.24218474173023077,0.18246185476498678,-0.24185309279169506,ukraine-kris wirtschaft
geht,15.862394455196883,0.018503295134410735,-0.35017012371007855,0.14064934177150035,-0.11437838486276769,geht
wirtschaft geh,2.3875214648383767,-0.09794633208729504,-0.18548461274113676,0.1423069459200999,-0.18515296380260116,wirtschaft geh
Deckung,2.3263437346974554,-0.07198837074455351,-0.15952665139839528,0.12256652515838881,-0.15919500245985954,Deckung
geh deckung,2.3263437346974554,-0.07198837074455351,-0.15952665139839528,0.12256652515838881,-0.15919500245985954,geh deckung
Podcast,4.508173294052708,-0.7335825851345533,-0.8211208657883953,0.33018659935722505,-0.14861588096194916,Podcast
deckung podcast,2.3080826641020664,-0.06410771258658807,-0.15164599324042988,0.11639178089702687,-0.15131434430189414,deckung podcast
podcast wirtschaft,2.526805641813097,-0.15464646107638896,-0.24218474173023077,0.18246185476498678,-0.24185309279169506,podcast wirtschaft
22.02.2022,2.6114356205591016,-0.1875906645526124,-0.27512894520645426,0.20409071291748235,-0.27479729626791843,22.02.2022
wirtschaft 22.02.2022,2.6114356205591016,-0.1875906645526124,-0.27512894520645426,0.20409071291748235,-0.27479729626791843,wirtschaft 22.02.2022
22.02.2022 ukraine-kris,3.3000299775385646,-0.42162210078051016,-0.509160381434352,0.3292267300046857,-0.5088287324958163,22.02.2022 ukraine-kris
Finanzmärkte,2.526805641813097,-0.15464646107638896,-0.24218474173023077,0.18246185476498678,-0.24185309279169506,Finanzmärkte
ukraine-kris finanzmarkt,2.526805641813097,-0.15464646107638896,-0.24218474173023077,0.18246185476498678,-0.24185309279169506,ukraine-kris finanzmarkt
Gas-Abhängigkeiten,2.3620331871366935,-0.08721331636210963,-0.17475159701595142,0.134253914009659,-0.17441994807741565,Gas-Abhängigkeiten
finanzmarkt gas-abhängigkeit,2.3620331871366935,-0.08721331636210963,-0.17475159701595142,0.134253914009659,-0.17441994807741565,finanzmarkt gas-abhängigkeit
Wasserstoff,6.374787300389388,-1.0800412740898162,0.7538278543539376,-0.006135422197045191,-1.1672479058051224,Wasserstoff
gas-abhängigkeit wasserstoff,2.239662139715483,-0.034015572253468296,-0.12155385290730988,0.09199122201134405,-0.12122220396877426,gas-abhängigkeit wasserstoff
+++,93.08390405027984,-3.761191828756556,-1.9635917748424532,0.6638708623693002,-3.848398460471862,+++
wasserstoff +++,2.2018943302840825,-0.017008597332223704,-0.10454687798606552,0.0775958961369025,-0.10421522904752992,wasserstoff +++
Briten,3.09582507476896,0.6596346778610187,-0.4452832826342327,0.05598540009686233,-0.4449516336956968,Briten
+++ brite,2.1914245315616294,-0.01224235164327138,-0.09978063229711315,0.07347949926451124,-0.09944898335857745,+++ brite
setzen,6.967511199287488,1.3838567164603917,-1.2564869166342165,-0.24247238939073937,-0.8063594506760559,setzen
brite setz,2.175025470962977,-0.0047309235063927955,-0.09226920416023468,0.06691731599543906,-0.09193755522169883,brite setz
Gas,52.859785956179174,-1.0378518446465426,0.6842273421374802,0.03681822748981411,-1.10607364916781,Gas
setz gas,2.3620331871366935,-0.08721331636210963,-0.17475159701595142,0.134253914009659,-0.17441994807741565,setz gas
gas +++,2.7196822522867756,-0.2282056027185595,-0.3157438833724013,0.22919948829367356,-0.3154122344338654,gas +++
Geldwäsche,2.129041400225783,0.016637620175755933,-0.0709006604780859,0.04773220642516719,-0.07056901153955017,Geldwäsche
+++ geldwäsche,2.129041400225783,0.016637620175755933,-0.0709006604780859,0.04773220642516719,-0.07056901153955017,+++ geldwäsche
Milliardenhöhe,2.1107142856333265,0.025283037554767185,-0.06225524309907473,0.039745058106707705,-0.06192359416053886,Milliardenhöhe
geldwäsche milliardenhöhe,2.1107142856333265,0.025283037554767185,-0.06225524309907473,0.039745058106707705,-0.06192359416053886,geldwäsche milliardenhöhe
milliardenhöhe nan,2.4936906575625284,-0.14145435315348265,-0.22899263380732446,0.17346214367670137,-0.22866098486878875,milliardenhöhe nan
LNG-Terminal,2.168639535841718,-0.001790577180362894,-0.08932885783420483,0.06432324446508102,-0.08899720889566906,LNG-Terminal
Brunsbüttel,2.207476921738391,-0.01954074720942514,-0.10707902786326692,0.07976799601874199,-0.10674737892473124,Brunsbüttel
lng-terminal brunsbüttel,2.207476921738391,-0.01954074720942514,-0.10707902786326692,0.07976799601874199,-0.10674737892473124,lng-terminal brunsbüttel
Die,170.91345046111115,-0.639931772424193,0.059915120699822105,-0.06860140747858162,0.3326199571705168,Die
brunsbüttel die,2.2510220899719213,-0.039074923526970305,-0.12661320418081193,0.09618745097389822,-0.12628155524227622,brunsbüttel die
Brücke,4.256129993417895,-0.6760508433858734,-0.7635891240397151,0.424724854734659,-0.7632574751011794,Brücke
die brücke,2.2677337671817828,-0.046471540617747296,-0.13400982127158906,0.10225292266930255,-0.13367817233305343,die brücke
spät,2.885136100905069,-0.28726262245112427,-0.37480090310496605,-0.07157907185166262,0.4910969792755477,spät
brücke spät,2.3542819989543395,-0.08392634555745283,-0.1714646262112946,0.13175720504200883,-0.17113297727275892,brücke spät
kommt,11.676552734504487,0.7749310558695511,0.01796692184159867,-0.18328872978425823,-0.3511056229758251,kommt
spät komm,2.396866450420497,-0.10185278684457869,-0.18939106749842052,0.145200713713711,-0.18905941855988478,spät komm
taz.de,2.9042167881485876,-0.2938542939893187,-0.38139257464316056,0.021062202840865227,0.34376689107854225,taz.de
komm taz.d,2.4936906575625284,-0.14145435315348265,-0.22899263380732446,0.17346214367670137,-0.22866098486878875,komm taz.d
Durch,7.131918079131317,0.7801194968043292,-0.20390573149343907,0.07123540733960783,-1.2794773935160568,Durch
taz.d durch,2.6379416333562014,-0.1976894769582777,-0.2852277576121196,0.21048927028519532,-0.2848961086735837,taz.d durch
Ukraine-Krieg,155.22538521033604,-3.54068146234609,-3.1283112654644643,0.6701545004982893,-2.510779716261339,Ukraine-Krieg
durch ukraine-krieg,3.3000299775385646,-0.42162210078051016,-0.509160381434352,0.3292267300046857,-0.5088287324958163,durch ukraine-krieg
bahnt,2.5453488723630824,-0.1619582703330372,-0.24949655098687895,0.18736490968856911,-0.2491649020483432,bahnt
ukraine-krieg bahn,2.5453488723630824,-0.1619582703330372,-0.24949655098687895,0.18736490968856911,-0.2491649020483432,ukraine-krieg bahn
großer,6.270948061775723,0.6568305223001588,-0.06740244434617158,0.07039229787423293,-1.1508247292012335,großer
bahn groß,2.3620331871366935,-0.08721331636210963,-0.17475159701595142,0.134253914009659,-0.17441994807741565,bahn groß
Konflikt,4.829489912561636,-0.802431402168994,0.06966550238799647,0.2872725596410411,-0.8896380338843002,Konflikt
groß konflikt,2.3139451396005373,-0.0666444686993881,-0.1541827493532301,0.1183888927383246,-0.15385110041469416,groß konflikt
Schleswig-Holsteins,2.2325754903540824,-0.03084639571191408,-0.11838467636575595,0.08934282078241818,-0.1180530274272202,Schleswig-Holsteins
konflikt schleswig-holstein,2.2325754903540824,-0.03084639571191408,-0.11838467636575595,0.08934282078241818,-0.1180530274272202,konflikt schleswig-holstein
SPD,3.427126142676424,-0.4594125989463091,-0.5469508796001509,0.34563426009716375,-0.5466192306616152,SPD
schleswig-holstein spd,2.17723431443604,-0.005745956510681722,-0.09328423716452347,0.06780948610069709,-0.09295258822598769,schleswig-holstein spd
Grünen,5.088076922044843,-0.8545904924967045,0.5560510864808614,0.08524288283760216,-0.9417971242120103,Grünen
spd grüne,2.1606428740393455,0.0019036474692091891,-0.08563463318463255,0.06104362908727335,-0.08530298424609693,spd grüne
Bau,6.470242262280278,0.3228499067626814,0.898055127426899,-0.6161635321379785,-0.6530355056956353,Bau
geh bau,2.119453877635319,0.021151001144177617,-0.06638727950966421,0.04357905434810074,-0.06605563057112859,geh bau
Flüssiggas-Terminals,2.107198136891444,0.026950283909904855,-0.060587996743936924,0.03818939005724605,-0.06025634780540111,Flüssiggas-Terminals
bau flüssiggas-terminal,2.107198136891444,0.026950283909904855,-0.060587996743936924,0.03818939005724605,-0.06025634780540111,bau flüssiggas-terminal
Hunderte,4.483427244099942,0.3409039520340954,-0.8156165927003354,0.03281805308847828,0.1956437916349726,Hunderte
Euro,16.54943808490456,-0.5725861876342557,0.6415168260995433,-0.7782875830924181,0.5684052823588945,Euro
hundert euro,2.3292708446530446,1.0262151210102088,-0.16078410529256654,-0.3677556671563226,-0.16045245635403083,hundert euro
Jahr,13.172948144635637,-0.2253675822263334,-0.8677885005890308,0.12711740921228668,0.29552635507783637,Jahr
euro jahr,2.352953696985719,1.0466588008718536,-0.1709002601630757,-0.37787182202683134,-0.17056861122453995,euro jahr
sparen,13.31142241672936,1.4367324597744342,-0.18375388602767,-0.8562570943951173,-0.3567860418523857,sparen
jahr spar,2.3697538518647185,1.0606700649061125,-0.1780149186811092,-0.38498648054486506,-0.17768326974257329,jahr spar
Tipps,5.457587245391876,1.0826343484510386,-0.4618884408589504,-1.219207186407769,0.6864284566872767,Tipps
spar tipps,2.409426763300115,1.0922522924201579,-0.1946176905587325,-0.4015892524224884,-0.19428604162019678,spar tipps
denen,3.0483962546991816,0.9225252971897113,0.08101532162312622,-0.29246961104042096,-0.42951281415911796,denen
tipps denen,2.466514653345,1.1343348487660887,-0.21803491152127658,-0.42500647338503234,-0.21770326258274078,tipps denen
denen sie,2.5067152766490333,1.1618458209803013,-0.23420207028639276,-0.44117363215014854,-0.23387042134785696,denen sie
Ihre,5.155623633459562,0.47417836657117957,-0.9553169154752539,0.1415230312650506,-0.1650241024533479,Ihre
sie ihr,2.815200204100713,1.0792330736210725,-0.35026220842536093,-0.5572337702891167,0.19056757738757657,sie ihr
Heizkosten,11.085968673668654,1.258285764248072,0.16385672050995073,-1.2568891390387578,0.12647685465447198,Heizkosten
ihr heizkost,2.5867911099902687,1.2121007092509068,-0.26564698280269394,-0.47261854466644987,-0.2653153338641584,ihr heizkost
senken,6.291594194046689,1.2320693114286685,0.5818649519709181,-1.3614148783379585,-0.4115500901446019,senken
heizkost senk,4.487331715933706,1.570025546518644,-0.10952538158906087,-1.023458643247983,-0.8161554324456913,heizkost senk
CHIP,3.0334436549186328,1.4157897642953643,-0.4249273228473089,-0.6318988847110648,-0.42459567390877323,CHIP
senk chip,3.0334436549186328,1.4157897642953643,-0.4249273228473089,-0.6318988847110648,-0.42459567390877323,senk chip
Heizen,39.93308270203989,2.035640470326138,-1.3453962914402533,-2.481258827839022,-3.0021023007128496,Heizen
chip heizen,3.5978833426452446,1.57059994008921,-0.5955745410698416,-0.8025461029335974,-0.595242892131306,chip heizen
schnell,7.579314163952177,0.34086749730720844,-0.07533256205922045,-0.24679141428043375,0.3260958509328244,schnell
heizen schnell,2.8174887786550946,1.3304442289855163,-0.3510748130933346,-0.5580463749570903,-0.3507431641547987,heizen schnell
teuer,12.374032700904493,1.155210568721454,-0.25326619916209864,-0.5045077240046593,-0.08347238442246269,teuer
schnell teuer,2.66197846627296,1.2545245832562926,-0.29429845953686196,-0.5012700214006178,-0.293966810598326,schnell teuer
insbesondere,2.5067152766490333,1.1618458209803013,-0.23420207028639276,-0.44117363215014854,-0.23387042134785696,insbesondere
teuer insbesondere,2.5067152766490333,1.1618458209803013,-0.23420207028639276,-0.44117363215014854,-0.23387042134785696,teuer insbesondere
Bereiche,2.380719143748556,1.0696053573537734,-0.18263143218134154,-0.38960299404509746,-0.18229978324280588,Bereiche
insbesondere bereich,2.380719143748556,1.0696053573537734,-0.18263143218134154,-0.38960299404509746,-0.18229978324280588,insbesondere bereich
Haus,2.571002584282994,0.9422977384369299,-0.25952476235029937,-0.214108510776746,-0.25919311341176365,Haus
bereich haus,2.340668016128612,1.0361573062797964,-0.16566519450743275,-0.3726367563711887,-0.16533354556889707,bereich haus
Wohnung,4.414970354894397,0.9943875922555608,0.18790009060750482,-0.30920766420672663,-0.799898299362221,Wohnung
haus wohnung,2.2972100766849657,0.9971579783692975,-0.14692420540643855,-0.35389576727019434,-0.14659255646790287,haus wohnung
unnötig,2.280485121817832,0.98132380289249,-0.13961702196114473,-0.3465885838249005,-0.13928537302260896,unnötig
wohnung unnötig,2.280485121817832,0.98132380289249,-0.13961702196114473,-0.3465885838249005,-0.13928537302260896,wohnung unnötig
gewärmt,2.265543541608624,0.9667606055806927,-0.13304353326651525,-0.34001509513027095,-0.13271188432797945,gewärmt
unnötig wärm,2.265543541608624,0.9667606055806927,-0.13304353326651525,-0.34001509513027095,-0.13271188432797945,unnötig wärm
Verbraucher,9.56726663395186,0.7505950161688665,0.6459709812000323,-0.8211341415974619,-0.14188035555932635,Verbraucher
müssen,13.609552030191626,0.4160438197190703,0.5749151826939362,-0.5528064474360785,0.01321227638368842,müssen
verbraucher müss,2.223491037282133,0.9234921013457826,-0.11430732895580273,-0.32127889081955857,-0.11397568001726696,verbraucher müss
außerdem,4.779251460192867,0.1828947008395294,-0.8795127648551442,0.3402687246751041,-0.8791811159166084,außerdem
müss außerdem,2.2398691909703956,0.9407611695205235,-0.12164629617415,-0.3286178580379059,-0.12131464723561415,müss außerdem
Preiserhöhungen,3.9359462931153346,0.4069512238282651,-0.6853801629556593,-0.5833798617498769,0.83911927401248,Preiserhöhungen
außerdem preiserhöhung,2.2603361447899157,0.9615890190266376,-0.13074236775728673,-0.3377139296210426,-0.13041071881875094,außerdem preiserhöhung
einstellen,4.141788510352981,0.8730235665884831,0.41247025101652224,-0.3872274840115275,-0.7360248818426068,einstellen
preiserhöhung einstell,2.2907064678057685,0.9910579361768307,-0.14408910011523876,-0.35106066197899455,-0.14375745117670305,preiserhöhung einstell
infolge,6.023763735803652,0.1321834723018385,-1.11094109814491,0.3309568158677811,-0.5649453146758784,infolge
einstell infolge,2.373329739963041,1.0636018188520542,-0.1795227515946944,-0.38649431345845037,-0.17919110265615878,einstell infolge
steigenden,8.27695012577973,-0.1254873394410286,-0.17211562912299025,-0.6033544897757319,0.8694942929692788,steigenden
infolge steigend,2.4233253612885663,1.1028465056345162,-0.20036954207038482,-0.40734110393414075,-0.20003789313184914,infolge steigend
CO2-Bepreisung,2.4856043349688055,1.147604145220305,-0.2257446520289152,-0.43271621389267106,-0.22541300309037948,CO2-Bepreisung
steigend co2-bepreisung,2.4856043349688055,1.147604145220305,-0.2257446520289152,-0.43271621389267106,-0.22541300309037948,steigend co2-bepreisung
anstehen,2.621438582533292,1.2321768367748585,-0.278952073288586,-0.48592363515234177,-0.2786204243500502,anstehen
co2-bepreisung ansteh,2.621438582533292,1.2321768367748585,-0.278952073288586,-0.48592363515234177,-0.2786204243500502,co2-bepreisung ansteh
Was,13.567606404845609,-0.1444103967955933,-0.12716386871215207,0.13448166598364053,-0.18642718917214166,Was
was sie,2.907746350154978,1.3685546149927184,-0.3826071599240047,-0.5895787217877606,-0.38227551098546897,was sie
beim,16.897048204038754,1.0559093197871054,-0.23594606505547203,-0.3987296098676001,-0.0883328055173555,beim
sie beim,3.0878974860012094,1.4344359303775949,-0.4427192629735931,-0.649690824837349,-0.44238761403505755,sie beim
beim heizen,8.816553530750916,1.9464595370310251,-1.4918598664035139,-1.6988314282672696,-1.4915282174649782,beim heizen
grundsätzlich,2.9861942024479418,1.3987583368788175,-0.4092285635611106,-0.6162001254248664,-0.4088969146225749,grundsätzlich
heizen grundsätzlich,2.9861942024479418,1.3987583368788175,-0.4092285635611106,-0.6162001254248664,-0.4088969146225749,heizen grundsätzlich
beachten,2.647706297682599,1.2467916283707063,-0.28892254605141343,-0.49589410791516947,-0.2885908971128776,beachten
grundsätzlich beacht,2.647706297682599,1.2467916283707063,-0.28892254605141343,-0.49589410791516947,-0.2885908971128776,grundsätzlich beacht
sollten,5.596531151190435,0.8871016798893977,0.20817573244718823,-0.4257386165643861,-0.22581906941051338,sollten
beacht soll,2.5475214671780315,1.1881652874554052,-0.25034974174254104,-0.457321303606297,-0.2500180928040055,beacht soll
soll sie,3.802873015293724,1.3534434342655124,0.2011701653024912,-0.8579572284860655,-0.6506540176837741,soll sie
künftig,3.2212502910077796,0.8126572989626718,-0.48499840222503293,-0.6919699640887889,0.6406240597979278,künftig
sie künftig,2.418572036940945,1.099249573656572,-0.19840612753113285,-0.4053776893948887,-0.1980744785925971,sie künftig
effizienter,2.384538769971389,1.072680049436083,-0.1842345466863778,-0.3912061085501337,-0.18390289774784205,effizienter
künftig effizient,2.384538769971389,1.072680049436083,-0.1842345466863778,-0.3912061085501337,-0.18390289774784205,künftig effizient
Wärme,7.672936418729245,-0.16230339148448766,0.44297888802505303,-0.2328189680059861,0.07280464518517656,Wärme
effizient wärme,2.3320428705737655,1.028651343385506,-0.16197348082781304,-0.36894504269156875,-0.16164183188927736,effizient wärme
Räumen,2.295009449896898,0.9951019351646438,-0.14596579000674756,-0.3529373518705035,-0.1456341410682119,Räumen
wärme raum,2.295009449896898,0.9951019351646438,-0.14596579000674756,-0.3529373518705035,-0.1456341410682119,wärme raum
sorgen,4.201089336671865,0.9634694651189378,0.33700659003635774,-0.4002334448691118,-0.7502410374961093,sorgen
raum sorg,2.280485121817832,0.98132380289249,-0.13961702196114473,-0.3465885838249005,-0.13928537302260896,raum sorg
erfahren,2.265543541608624,0.9667606055806927,-0.13304353326651525,-0.34001509513027095,-0.13271188432797945,erfahren
sorg erfahr,2.265543541608624,0.9667606055806927,-0.13304353326651525,-0.34001509513027095,-0.13271188432797945,sorg erfahr
erfahr sie,2.907746350154978,1.3685546149927184,-0.3826071599240047,-0.5895787217877606,-0.38227551098546897,erfahr sie
