,phrase,label,sentiment,subjectivity,language,count
Heizkompetenz Made in Germany,Heizkompetenz Made in Germany,MISC,,,de,1
Düsseldorfer,Düsseldorfer,MISC,,,de,1
Montagmittag,Montagmittag,MISC,,,de,1
Terminkontrakt TTF,Terminkontrakt TTF,MISC,,,de,1
russischen Überfall auf die,russischen Überfall auf die,MISC,,,de,1
Liveticker: +++ 17:51 Russisches Außenministerium,Liveticker: +++ 17:51 Russisches Außenministerium,MISC,,,de,1
Ein solch…,Ein solch…,MISC,,,de,1
Liveticker: +++ 18:24,Liveticker: +++ 18:24,MISC,,,de,1
Recherchenetzwerk Bellingcat,Recherchenetzwerk Bellingcat,MISC,,,de,1
Liveticker: +++ 22:11 Bellingcat,Liveticker: +++ 22:11 Bellingcat,MISC,,,de,1
Der Krieg,Der Krieg,MISC,,,de-DE,1
"Homeoffice boomte,","Homeoffice boomte,",MISC,,,de,1
Panzerdeals.,Panzerdeals.,MISC,,,de,1
Baltic Pipe,Baltic Pipe,MISC,0.0,0.0,de,1
Liveticker: +++ 20:33 Sunak,Liveticker: +++ 20:33 Sunak,MISC,,,de,1
Energiekrise: Keine Decken für,Energiekrise: Keine Decken für,MISC,,,de,1
"Shell, Repsol","Shell, Repsol",MISC,,,de,1
russischen Angriffs,russischen Angriffs,MISC,,,de,1
DIW.,DIW.,MISC,,,de,1
LGBT-Gesetz,LGBT-Gesetz,MISC,,,de,1
Nord Stream 2,Nord Stream 2,MISC,,,de,1
Zweiten Weltkrieg,Zweiten Weltkrieg,MISC,,,de,1
Liveticker: +++ 09:31,Liveticker: +++ 09:31,MISC,,,de,1
Liveticker: +++ 16:39,Liveticker: +++ 16:39,MISC,,,de,1
"Tages: Krieg in der Ukraine, Uniper","Tages: Krieg in der Ukraine, Uniper",MISC,,,de,1
Liveticker: +++ 10:25 Ukraines,Liveticker: +++ 10:25 Ukraines,MISC,,,de,1
Heizkompetenz Heizkompetenz Made,Heizkompetenz Heizkompetenz Made,MISC,,,de,1
"Foto: imago images/Torsten Silz)
Der","Foto: imago images/Torsten Silz)
Der",MISC,,,de,1
Liveticker: +++ 13:49 Landtagsabgeordneter,Liveticker: +++ 13:49 Landtagsabgeordneter,MISC,,,de,1
Liveticker: +++ 06:40 Berlin,Liveticker: +++ 06:40 Berlin,MISC,,,de,1
Liveticker: +++ 19:24,Liveticker: +++ 19:24,MISC,,,de,1
Liveticker: +++ 00:26 Cyberattacken,Liveticker: +++ 00:26 Cyberattacken,MISC,,,de,1
"Liveticker: +++ 03:08 ""Schmutzige Bombe""","Liveticker: +++ 03:08 ""Schmutzige Bombe""",MISC,,,de,1
Tarifgespräche.,Tarifgespräche.,MISC,,,de,1
Tarifstreit in Metallindustrie,Tarifstreit in Metallindustrie,MISC,,,de,1
Treffen in Paris,Treffen in Paris,MISC,,,de,1
deutsch-französische,deutsch-französische,MISC,,,de,1
niederländisches,niederländisches,MISC,,,de,1
Der Preis für europäisches Erdgas,Der Preis für europäisches Erdgas,MISC,,,de,1
Europäischer,Europäischer,MISC,,,de,1
Austin +++,Austin +++,MISC,,,de,1
S…,S…,MISC,,,de,1
"Liveticker: +++ 09:05 ""Vier Stunden Stromausfall","Liveticker: +++ 09:05 ""Vier Stunden Stromausfall",MISC,,,de,1
Liveticker: +++ 12:25,Liveticker: +++ 12:25,MISC,,,de,1
Liveticker: +++ 08:49,Liveticker: +++ 08:49,MISC,,,de,1
Kamikaze-Drohnen,Kamikaze-Drohnen,MISC,,,de,1
Liveticker: +++ 08:23,Liveticker: +++ 08:23,MISC,,,de,1
Liveticker: +++ 11:15 Bericht,Liveticker: +++ 11:15 Bericht,MISC,,,de,1
"Liveticker: +++ 09:56 ""Putin","Liveticker: +++ 09:56 ""Putin",MISC,,,de,1
Luftangriffen auf ukrainische Städte,Luftangriffen auf ukrainische Städte,MISC,,,de,1
Macht das Sinn?,Macht das Sinn?,MISC,,,de,1
Liveticker: +++ 15:42,Liveticker: +++ 15:42,MISC,,,de,1
Kreml-Propagandisten,Kreml-Propagandisten,MISC,,,de,1
Liveticker: +++ 00:32 Ukraine:,Liveticker: +++ 00:32 Ukraine:,MISC,,,de,1
Kriegs.,Kriegs.,MISC,,,de,1
Rohstoffen.,Rohstoffen.,MISC,,,de,1
Für reiche Länder,Für reiche Länder,MISC,,,de,1
Wichtigster Ansa…,Wichtigster Ansa…,MISC,,,de,1
Der Winter droht dunkel,Der Winter droht dunkel,MISC,,,de,1
Sc…,Sc…,MISC,,,de,1
Tea Time,Tea Time,MISC,,,de,1
Modische Statements …,Modische Statements …,MISC,,,de,1
Ein neues Dokument von,Ein neues Dokument von,MISC,,,de,1
Liveticker: +++ 06:26 Sozialverband: Aktuelle Gaspreisbremse,Liveticker: +++ 06:26 Sozialverband: Aktuelle Gaspreisbremse,MISC,,,de,1
Angriff Russlands,Angriff Russlands,MISC,,,de,1
News,News,MISC,,,de,1
Russische Truppen,Russische Truppen,MISC,,,de,1
RT,RT,MISC,,,de,1
Liveticker: +++ 09:10 Soldaten-Blogger,Liveticker: +++ 09:10 Soldaten-Blogger,MISC,,,de,1
Liveticker: +++ 09:57,Liveticker: +++ 09:57,MISC,,,de,1
Liveticker: +++ 12:44,Liveticker: +++ 12:44,MISC,,,de,1
dritte Jahr,dritte Jahr,MISC,,,de,1
Ukraine-Krieg: Drohnen aus,Ukraine-Krieg: Drohnen aus,MISC,,,de,1
pro-russischen,pro-russischen,MISC,,,de,1
Energie-Krise: EU-Kommission,Energie-Krise: EU-Kommission,MISC,,,de,1
Massive Luftangriffe: Feuern,Massive Luftangriffe: Feuern,MISC,,,de,1
sächsische,sächsische,MISC,,,de,1
Ukraine-Krieg +++,Ukraine-Krieg +++,MISC,,,de,1
Kriegsende,Kriegsende,MISC,,,de,1
Liveticker: +++ 15:27 Kretschmer,Liveticker: +++ 15:27 Kretschmer,MISC,,,de,1
Telegram.,Telegram.,MISC,,,de,1
Liveticker: +++ 13:17 Gouverneur,Liveticker: +++ 13:17 Gouverneur,MISC,,,de,1
Corona-Welle,Corona-Welle,MISC,,,de,1
Deutâ€¦,Deutâ€¦,MISC,,,de,1
Gaskrise.,Gaskrise.,MISC,,,de,1
Krieg gegen Russland:,Krieg gegen Russland:,MISC,,,de,1
Tag.,Tag.,MISC,,,de,1
Die Nacht im Überblick.,Die Nacht im Überblick.,MISC,,,de,1
Liveticker: +++ 23:47,Liveticker: +++ 23:47,MISC,,,de,1
